服务器ID,玩家ID,夺宝游戏币补偿数量,点金手补偿数量,补偿说明
2030908,24038647,1,0,夺宝游戏币x1
2030908,24146528,1,0,夺宝游戏币x1
2030908,24230812,2,0,夺宝游戏币x2
2030908,24507103,1,0,夺宝游戏币x1
2030908,24561801,1,0,夺宝游戏币x1
2030908,24576393,1,0,夺宝游戏币x1
2030908,24579509,1,0,夺宝游戏币x1
2030908,24591090,1,0,夺宝游戏币x1
2030908,24622188,1,0,夺宝游戏币x1
2030908,24622794,1,0,夺宝游戏币x1
2030908,24629968,1,0,夺宝游戏币x1
2030908,24632559,1,0,夺宝游戏币x1
2030908,24647209,1,0,夺宝游戏币x1
2030908,24654437,1,0,夺宝游戏币x1
2030908,24660124,1,0,夺宝游戏币x1
2030908,24715327,1,0,夺宝游戏币x1
2030908,24720485,2,0,夺宝游戏币x2
2030908,24857905,1,0,夺宝游戏币x1
2030908,24884226,2,0,夺宝游戏币x2
2030908,24910137,2,0,夺宝游戏币x2
2030908,24927860,1,0,夺宝游戏币x1
2030908,24936400,1,0,夺宝游戏币x1
2030908,25799691,1,0,夺宝游戏币x1
2030908,25859661,2,0,夺宝游戏币x2
2030908,25881955,1,0,夺宝游戏币x1
2030908,25905112,1,0,夺宝游戏币x1
2030908,25942181,1,0,夺宝游戏币x1
2030908,25951645,2,0,夺宝游戏币x2
2030908,26067089,1,0,夺宝游戏币x1
2030908,26272358,1,0,夺宝游戏币x1
2030908,26356389,1,0,夺宝游戏币x1
2030908,26533211,1,0,夺宝游戏币x1
2030908,26543455,1,0,夺宝游戏币x1
2030908,26912227,1,0,夺宝游戏币x1
2030908,27007150,1,0,夺宝游戏币x1
2030908,27009377,1,0,夺宝游戏币x1
2030908,27033736,2,0,夺宝游戏币x2
2030908,27138261,1,0,夺宝游戏币x1
2030908,27365152,27,0,夺宝游戏币x27
2030908,27416583,1,0,夺宝游戏币x1
2030908,35911528,26,0,夺宝游戏币x26
2030908,36607525,1,0,夺宝游戏币x1
2030908,3668171,1,0,夺宝游戏币x1
2030908,3684822,2,0,夺宝游戏币x2
2030908,3687622,2,0,夺宝游戏币x2
2030908,3879641,1,0,夺宝游戏币x1
2030908,4292557,1,0,夺宝游戏币x1
2030908,4304786,1,0,夺宝游戏币x1
2030908,4304992,1,0,夺宝游戏币x1
2030908,4313060,1,0,夺宝游戏币x1
2030908,4313324,1,0,夺宝游戏币x1
2030908,4328218,1,0,夺宝游戏币x1
2030908,4338398,1,0,夺宝游戏币x1
2030908,4351313,1,0,夺宝游戏币x1
2030908,4915991,2,0,夺宝游戏币x2
2030908,4944447,1,0,夺宝游戏币x1
2030908,6890547,1,0,夺宝游戏币x1
2030908,7278653,1,0,夺宝游戏币x1
2030908,7351210,1,0,夺宝游戏币x1
2030908,7367335,2,0,夺宝游戏币x2
2030908,7369244,1,0,夺宝游戏币x1
2030908,7393337,1,0,夺宝游戏币x1
2030908,7399506,1,0,夺宝游戏币x1
2030908,81423509,139,1,夺宝游戏币x139、点金手x1
2030908,81582996,1,0,夺宝游戏币x1
2030908,82340285,1,0,夺宝游戏币x1
2030908,82346224,1,0,夺宝游戏币x1
2030908,82363364,1,0,夺宝游戏币x1
2030908,82382887,2,0,夺宝游戏币x2
2030908,82421215,26,0,夺宝游戏币x26
2030908,82717800,2,0,夺宝游戏币x2
2030908,83272424,1,0,夺宝游戏币x1
2030908,8375565,1,0,夺宝游戏币x1
2030908,8381854,1,0,夺宝游戏币x1
2030908,83891348,1,0,夺宝游戏币x1
2030908,83893981,1,0,夺宝游戏币x1
2030908,83914143,1,0,夺宝游戏币x1
2030908,83940666,1,0,夺宝游戏币x1
2030908,84163378,1,0,夺宝游戏币x1
2030908,8419745,1,0,夺宝游戏币x1
2030908,84353385,1,0,夺宝游戏币x1
2030908,84386547,1,0,夺宝游戏币x1
2030908,84390456,1,0,夺宝游戏币x1
2030908,84449393,1,0,夺宝游戏币x1
2030908,84475046,1,0,夺宝游戏币x1
2030908,84490801,1,0,夺宝游戏币x1
2030908,84537023,1,0,夺宝游戏币x1
2030908,84557014,1,0,夺宝游戏币x1
2030908,84579091,1,0,夺宝游戏币x1
2030908,85789290,1,0,夺宝游戏币x1
2030908,85815964,1,0,夺宝游戏币x1
2030908,85888980,1,0,夺宝游戏币x1
2030908,85953605,1,0,夺宝游戏币x1
2030908,86024483,1,0,夺宝游戏币x1
2030908,8621455,1,0,夺宝游戏币x1
2030908,86227742,1,0,夺宝游戏币x1
2030908,86263593,1,0,夺宝游戏币x1
2031108,10069364,1,0,夺宝游戏币x1
2031108,10086055,326,3,夺宝游戏币x326、点金手x3
2031108,10107034,2,0,夺宝游戏币x2
2031108,10108078,1,0,夺宝游戏币x1
2031108,10423260,1,0,夺宝游戏币x1
2031108,10740339,1,0,夺宝游戏币x1
2031108,10747564,1,0,夺宝游戏币x1
2031108,10750540,2,0,夺宝游戏币x2
2031108,10765425,1,0,夺宝游戏币x1
2031108,10790442,1,0,夺宝游戏币x1
2031108,11021098,1,0,夺宝游戏币x1
2031108,11021891,1,0,夺宝游戏币x1
2031108,11040745,1,0,夺宝游戏币x1
2031108,11045516,1,0,夺宝游戏币x1
2031108,11049038,1,0,夺宝游戏币x1
2031108,11049557,1,0,夺宝游戏币x1
2031108,11250492,1,0,夺宝游戏币x1
2031108,11257313,1,0,夺宝游戏币x1
2031108,11291307,1,0,夺宝游戏币x1
2031108,11292739,1,0,夺宝游戏币x1
2031108,11296566,1,0,夺宝游戏币x1
2031108,11708724,226,1,夺宝游戏币x226、点金手x1
2031108,120906661,1,0,夺宝游戏币x1
2031108,120919753,1,0,夺宝游戏币x1
2031108,120947546,1,0,夺宝游戏币x1
2031108,120959041,1,0,夺宝游戏币x1
2031108,121144107,1,0,夺宝游戏币x1
2031108,121799605,1,0,夺宝游戏币x1
2031108,122211476,1,0,夺宝游戏币x1
2031108,12225126,2,0,夺宝游戏币x2
2031108,12236264,1,0,夺宝游戏币x1
2031108,12262007,1,0,夺宝游戏币x1
2031108,122626109,2,0,夺宝游戏币x2
2031108,12270647,1,0,夺宝游戏币x1
2031108,12301610,1,0,夺宝游戏币x1
2031108,12308300,1,0,夺宝游戏币x1
2031108,12308336,1,0,夺宝游戏币x1
2031108,123115738,2,0,夺宝游戏币x2
2031108,12317596,1,0,夺宝游戏币x1
2031108,12324770,1,0,夺宝游戏币x1
2031108,12338734,1,0,夺宝游戏币x1
2031108,12338827,1,0,夺宝游戏币x1
2031108,12346315,2,0,夺宝游戏币x2
2031108,12358392,1,0,夺宝游戏币x1
2031108,12367065,1,0,夺宝游戏币x1
2031108,12370286,2,0,夺宝游戏币x2
2031108,123742078,1,0,夺宝游戏币x1
2031108,123784040,1,0,夺宝游戏币x1
2031108,12426319,1,0,夺宝游戏币x1
2031108,12472432,1,0,夺宝游戏币x1
2031108,12481653,2,0,夺宝游戏币x2
2031108,12491762,1,0,夺宝游戏币x1
2031108,12500498,1,0,夺宝游戏币x1
2031108,12504668,1,0,夺宝游戏币x1
2031108,12540039,1,0,夺宝游戏币x1
2031108,12570960,2,0,夺宝游戏币x2
2031108,12572516,26,0,夺宝游戏币x26
2031108,12655689,2,0,夺宝游戏币x2
2031108,12935058,1,0,夺宝游戏币x1
2031108,13325040,1,0,夺宝游戏币x1
2031108,13345828,1,0,夺宝游戏币x1
2031108,15208262,1,0,夺宝游戏币x1
2031108,16314041,1,0,夺宝游戏币x1
2031108,18703214,1,0,夺宝游戏币x1
2031108,19814937,1,0,夺宝游戏币x1
2031108,200358328,1,0,夺宝游戏币x1
2031108,204960720,2,0,夺宝游戏币x2
2031108,205020471,1,0,夺宝游戏币x1
2031108,205119297,1,0,夺宝游戏币x1
2031108,205379785,1,0,夺宝游戏币x1
2031108,205522533,1,0,夺宝游戏币x1
2031108,205862451,1,0,夺宝游戏币x1
2031108,208803349,1,0,夺宝游戏币x1
2031108,208803583,1,0,夺宝游戏币x1
2031108,214248959,1,0,夺宝游戏币x1
2031108,215311984,1,0,夺宝游戏币x1
2031108,217899046,1,0,夺宝游戏币x1
2031108,219655531,1,0,夺宝游戏币x1
2031108,220743168,1,0,夺宝游戏币x1
2031108,22104347,1,0,夺宝游戏币x1
2031108,222012669,2,0,夺宝游戏币x2
2031108,23599062,1,0,夺宝游戏币x1
2031108,23936740,1,0,夺宝游戏币x1
2031108,24196485,147,3,夺宝游戏币x147、点金手x3
2031108,24208183,2,0,夺宝游戏币x2
2031108,24294348,1,0,夺宝游戏币x1
2031108,24327351,1,0,夺宝游戏币x1
2031108,24405782,1,0,夺宝游戏币x1
2031108,24512843,1,0,夺宝游戏币x1
2031108,24564833,1,0,夺宝游戏币x1
2031108,24623058,1,0,夺宝游戏币x1
2031108,24625219,2,0,夺宝游戏币x2
2031108,24630904,1,0,夺宝游戏币x1
2031108,24746168,1,0,夺宝游戏币x1
2031108,24952300,1,0,夺宝游戏币x1
2031108,25689358,1,0,夺宝游戏币x1
2031108,25703931,1,0,夺宝游戏币x1
2031108,25739034,2,0,夺宝游戏币x2
2031108,25764590,1,0,夺宝游戏币x1
2031108,25824113,1,0,夺宝游戏币x1
2031108,25849570,1,0,夺宝游戏币x1
2031108,26125860,1,0,夺宝游戏币x1
2031108,26296959,2,0,夺宝游戏币x2
2031108,26427579,1,0,夺宝游戏币x1
2031108,27213067,1,0,夺宝游戏币x1
2031108,27412335,1,0,夺宝游戏币x1
2031108,28498435,1,0,夺宝游戏币x1
2031108,28922167,1,0,夺宝游戏币x1
2031108,29133460,1,0,夺宝游戏币x1
2031108,29144219,1,0,夺宝游戏币x1
2031108,29248240,1,0,夺宝游戏币x1
2031108,29390345,1,0,夺宝游戏币x1
2031108,29391992,1,0,夺宝游戏币x1
2031108,29422084,1,0,夺宝游戏币x1
2031108,29708155,1,0,夺宝游戏币x1
2031108,29972957,151,3,夺宝游戏币x151、点金手x3
2031108,30034713,1,0,夺宝游戏币x1
2031108,30243105,1,0,夺宝游戏币x1
2031108,30385135,1,0,夺宝游戏币x1
2031108,30468145,1,0,夺宝游戏币x1
2031108,30469632,1,0,夺宝游戏币x1
2031108,30581151,1,0,夺宝游戏币x1
2031108,30593734,1,0,夺宝游戏币x1
2031108,30617128,2,0,夺宝游戏币x2
2031108,30630847,1,0,夺宝游戏币x1
2031108,30793317,1,0,夺宝游戏币x1
2031108,30858166,1,0,夺宝游戏币x1
2031108,30861996,26,0,夺宝游戏币x26
2031108,33226466,2,0,夺宝游戏币x2
2031108,33704130,1,0,夺宝游戏币x1
2031108,33715135,1,0,夺宝游戏币x1
2031108,33840386,1,0,夺宝游戏币x1
2031108,34153959,1,0,夺宝游戏币x1
2031108,34293065,1,0,夺宝游戏币x1
2031108,34306913,2,0,夺宝游戏币x2
2031108,34351196,1,0,夺宝游戏币x1
2031108,34445196,1,0,夺宝游戏币x1
2031108,34545169,1,0,夺宝游戏币x1
2031108,34549536,1,0,夺宝游戏币x1
2031108,34553385,2,0,夺宝游戏币x2
2031108,34574446,76,1,夺宝游戏币x76、点金手x1
2031108,34596685,2,0,夺宝游戏币x2
2031108,34659987,2,0,夺宝游戏币x2
2031108,34681849,1,0,夺宝游戏币x1
2031108,34737123,1,0,夺宝游戏币x1
2031108,34785160,1,0,夺宝游戏币x1
2031108,34796873,1,0,夺宝游戏币x1
2031108,35009301,1,0,夺宝游戏币x1
2031108,35100723,1,0,夺宝游戏币x1
2031108,35189059,2,0,夺宝游戏币x2
2031108,35319634,1,0,夺宝游戏币x1
2031108,35323592,1,0,夺宝游戏币x1
2031108,35355719,1,0,夺宝游戏币x1
2031108,35420994,1,0,夺宝游戏币x1
2031108,35548937,1,0,夺宝游戏币x1
2031108,35614624,2,0,夺宝游戏币x2
2031108,35614947,1,0,夺宝游戏币x1
2031108,35627759,977,0,夺宝游戏币x977
2031108,35640863,1,0,夺宝游戏币x1
2031108,35726314,26,0,夺宝游戏币x26
2031108,35757699,1,0,夺宝游戏币x1
2031108,35791616,1,0,夺宝游戏币x1
2031108,35797256,1,0,夺宝游戏币x1
2031108,35833980,1,0,夺宝游戏币x1
2031108,36282525,1,0,夺宝游戏币x1
2031108,36439403,1,0,夺宝游戏币x1
2031108,36911926,1,0,夺宝游戏币x1
2031108,37189731,1,0,夺宝游戏币x1
2031108,37285953,2,0,夺宝游戏币x2
2031108,37879817,1,0,夺宝游戏币x1
2031108,37893030,1,0,夺宝游戏币x1
2031108,37914602,1,0,夺宝游戏币x1
2031108,37945125,1,0,夺宝游戏币x1
2031108,37959383,2,0,夺宝游戏币x2
2031108,37988048,1,0,夺宝游戏币x1
2031108,38154133,51,1,夺宝游戏币x51、点金手x1
2031108,38207716,1,0,夺宝游戏币x1
2031108,38218922,1,0,夺宝游戏币x1
2031108,38223908,2,0,夺宝游戏币x2
2031108,38227253,2,0,夺宝游戏币x2
2031108,38241722,2,0,夺宝游戏币x2
2031108,38244523,1,0,夺宝游戏币x1
2031108,38251932,1,0,夺宝游戏币x1
2031108,38436348,1,0,夺宝游戏币x1
2031108,38499471,2,0,夺宝游戏币x2
2031108,38943083,351,0,夺宝游戏币x351
2031108,38946244,1,0,夺宝游戏币x1
2031108,38958463,1,0,夺宝游戏币x1
2031108,39012058,101,0,夺宝游戏币x101
2031108,39038951,1,0,夺宝游戏币x1
2031108,39061990,2,0,夺宝游戏币x2
2031108,39090702,2,0,夺宝游戏币x2
2031108,39099361,1,0,夺宝游戏币x1
2031108,39171304,1,0,夺宝游戏币x1
2031108,39230615,2,0,夺宝游戏币x2
2031108,39274613,1,0,夺宝游戏币x1
2031108,39362800,1,0,夺宝游戏币x1
2031108,39364302,1,0,夺宝游戏币x1
2031108,39411220,1,0,夺宝游戏币x1
2031108,39479328,1,0,夺宝游戏币x1
2031108,39479820,1,0,夺宝游戏币x1
2031108,39932039,1,0,夺宝游戏币x1
2031108,40303794,2,0,夺宝游戏币x2
2031108,41440335,1,0,夺宝游戏币x1
2031108,41522878,2,0,夺宝游戏币x2
2031108,42166838,1,0,夺宝游戏币x1
2031108,42214861,1,0,夺宝游戏币x1
2031108,42614309,1,0,夺宝游戏币x1
2031108,42964744,1676,4,夺宝游戏币x1676、点金手x4
2031108,43302605,1,0,夺宝游戏币x1
2031108,43511819,1,0,夺宝游戏币x1
2031108,43523321,1,0,夺宝游戏币x1
2031108,43583032,1,0,夺宝游戏币x1
2031108,43590105,1,0,夺宝游戏币x1
2031108,43602643,1,0,夺宝游戏币x1
2031108,43634643,1,0,夺宝游戏币x1
2031108,43662548,1,0,夺宝游戏币x1
2031108,43688025,1,0,夺宝游戏币x1
2031108,43694202,10,0,夺宝游戏币x10
2031108,43700608,1,0,夺宝游戏币x1
2031108,43728581,2,0,夺宝游戏币x2
2031108,43728717,1,0,夺宝游戏币x1
2031108,43744370,1,0,夺宝游戏币x1
2031108,43753708,1,0,夺宝游戏币x1
2031108,43774463,2,0,夺宝游戏币x2
2031108,43777737,1,0,夺宝游戏币x1
2031108,43780156,1,0,夺宝游戏币x1
2031108,43788030,1,0,夺宝游戏币x1
2031108,43801027,2,0,夺宝游戏币x2
2031108,44329879,1,0,夺宝游戏币x1
2031108,44352554,1,0,夺宝游戏币x1
2031108,44361334,1,0,夺宝游戏币x1
2031108,44372243,1,0,夺宝游戏币x1
2031108,44542731,1,0,夺宝游戏币x1
2031108,44566515,1,0,夺宝游戏币x1
2031108,44596598,1,0,夺宝游戏币x1
2031108,44659425,1,0,夺宝游戏币x1
2031108,44661006,1,0,夺宝游戏币x1
2031108,44754554,1,0,夺宝游戏币x1
2031108,44898787,1,0,夺宝游戏币x1
2031108,44911961,1,0,夺宝游戏币x1
2031108,44961939,1,0,夺宝游戏币x1
2031108,44982170,1,0,夺宝游戏币x1
2031108,45133842,1,0,夺宝游戏币x1
2031108,45358779,2,0,夺宝游戏币x2
2031108,45625365,1,0,夺宝游戏币x1
2031108,45632157,1,0,夺宝游戏币x1
2031108,45632747,1,0,夺宝游戏币x1
2031108,45648533,1,0,夺宝游戏币x1
2031108,45672798,1,0,夺宝游戏币x1
2031108,45693643,2,0,夺宝游戏币x2
2031108,45715010,77,0,夺宝游戏币x77
2031108,45807993,1,0,夺宝游戏币x1
2031108,45816253,75,0,夺宝游戏币x75
2031108,45821768,1,0,夺宝游戏币x1
2031108,45826788,1,0,夺宝游戏币x1
2031108,45845602,1,0,夺宝游戏币x1
2031108,46074887,1,0,夺宝游戏币x1
2031108,46087376,1,0,夺宝游戏币x1
2031108,46158717,277,4,夺宝游戏币x277、点金手x4
2031108,46220970,2,0,夺宝游戏币x2
2031108,46235249,1,0,夺宝游戏币x1
2031108,46260240,1,0,夺宝游戏币x1
2031108,46290546,1,0,夺宝游戏币x1
2031108,46291347,2,0,夺宝游戏币x2
2031108,46299459,1,0,夺宝游戏币x1
2031108,46308238,1,0,夺宝游戏币x1
2031108,46311136,1,0,夺宝游戏币x1
2031108,46375448,2,0,夺宝游戏币x2
2031108,46384723,2,0,夺宝游戏币x2
2031108,46404412,1,0,夺宝游戏币x1
2031108,46437212,302,0,夺宝游戏币x302
2031108,46446795,1,0,夺宝游戏币x1
2031108,46499212,1,0,夺宝游戏币x1
2031108,46532962,2,0,夺宝游戏币x2
2031108,46554144,1,0,夺宝游戏币x1
2031108,46573025,1,0,夺宝游戏币x1
2031108,46614851,26,0,夺宝游戏币x26
2031108,46640066,1,0,夺宝游戏币x1
2031108,46702317,1,0,夺宝游戏币x1
2031108,46728214,1,0,夺宝游戏币x1
2031108,46738000,1,0,夺宝游戏币x1
2031108,46742795,1,0,夺宝游戏币x1
2031108,46751276,1,0,夺宝游戏币x1
2031108,46843774,1,0,夺宝游戏币x1
2031108,46847879,1,0,夺宝游戏币x1
2031108,47061761,37,0,夺宝游戏币x37
2031108,47842904,1,0,夺宝游戏币x1
2031108,47846325,1,0,夺宝游戏币x1
2031108,47861015,1,0,夺宝游戏币x1
2031108,47873095,1,0,夺宝游戏币x1
2031108,47931976,76,0,夺宝游戏币x76
2031108,48346805,1,0,夺宝游戏币x1
2031108,4835119,1,0,夺宝游戏币x1
2031108,49469145,1,0,夺宝游戏币x1
2031108,49488425,1,0,夺宝游戏币x1
2031108,49508935,1,0,夺宝游戏币x1
2031108,49509683,1,0,夺宝游戏币x1
2031108,49521608,1,0,夺宝游戏币x1
2031108,49533763,1,0,夺宝游戏币x1
2031108,49551197,1,0,夺宝游戏币x1
2031108,49825474,1,0,夺宝游戏币x1
2031108,49930219,1,0,夺宝游戏币x1
2031108,51841561,1,0,夺宝游戏币x1
2031108,51843063,2,0,夺宝游戏币x2
2031108,51871917,1,0,夺宝游戏币x1
2031108,51882104,1,0,夺宝游戏币x1
2031108,51921427,2,0,夺宝游戏币x2
2031108,51974517,2,0,夺宝游戏币x2
2031108,52027508,2,0,夺宝游戏币x2
2031108,52029772,1,0,夺宝游戏币x1
2031108,52385318,1,0,夺宝游戏币x1
2031108,52405873,1,0,夺宝游戏币x1
2031108,52424330,1,0,夺宝游戏币x1
2031108,52440900,1,0,夺宝游戏币x1
2031108,52472857,1,0,夺宝游戏币x1
2031108,55063087,2,0,夺宝游戏币x2
2031108,55411106,1,0,夺宝游戏币x1
2031108,55554306,1,0,夺宝游戏币x1
2031108,55785956,1,0,夺宝游戏币x1
2031108,55972296,1,0,夺宝游戏币x1
2031108,56014901,1,0,夺宝游戏币x1
2031108,57658759,1,0,夺宝游戏币x1
2031108,57658946,1,0,夺宝游戏币x1
2031108,57670837,1,0,夺宝游戏币x1
2031108,57673855,1,0,夺宝游戏币x1
2031108,57714371,2,0,夺宝游戏币x2
2031108,57796435,1,0,夺宝游戏币x1
2031108,57809091,1,0,夺宝游戏币x1
2031108,57828513,1,0,夺宝游戏币x1
2031108,57836629,1,0,夺宝游戏币x1
2031108,57850127,1,0,夺宝游戏币x1
2031108,57914955,1,0,夺宝游戏币x1
2031108,57943515,2,0,夺宝游戏币x2
2031108,57960759,2,0,夺宝游戏币x2
2031108,57970948,1,0,夺宝游戏币x1
2031108,57988066,1,0,夺宝游戏币x1
2031108,58007695,1,0,夺宝游戏币x1
2031108,58009956,1,0,夺宝游戏币x1
2031108,58026864,1,0,夺宝游戏币x1
2031108,58123581,1,0,夺宝游戏币x1
2031108,58137363,1,0,夺宝游戏币x1
2031108,58147043,1,0,夺宝游戏币x1
2031108,58151101,376,0,夺宝游戏币x376
2031108,58188859,1,0,夺宝游戏币x1
2031108,58212824,1,0,夺宝游戏币x1
2031108,58251878,1,0,夺宝游戏币x1
2031108,58253534,1,0,夺宝游戏币x1
2031108,58454196,1,0,夺宝游戏币x1
2031108,58487251,1,0,夺宝游戏币x1
2031108,58540423,1,0,夺宝游戏币x1
2031108,58560994,1,0,夺宝游戏币x1
2031108,58575303,1,0,夺宝游戏币x1
2031108,58611748,1,0,夺宝游戏币x1
2031108,58636370,76,1,夺宝游戏币x76、点金手x1
2031108,58673335,1,0,夺宝游戏币x1
2031108,58705977,1,0,夺宝游戏币x1
2031108,58716315,1,0,夺宝游戏币x1
2031108,58763717,1,0,夺宝游戏币x1
2031108,59103527,1,0,夺宝游戏币x1
2031108,59141457,1,0,夺宝游戏币x1
2031108,59200020,2,0,夺宝游戏币x2
2031108,59218144,2,0,夺宝游戏币x2
2031108,59239258,1,0,夺宝游戏币x1
2031108,59326618,1,0,夺宝游戏币x1
2031108,59350024,1,0,夺宝游戏币x1
2031108,59391335,6,0,夺宝游戏币x6
2031108,59398451,1,0,夺宝游戏币x1
2031108,59404388,1,0,夺宝游戏币x1
2031108,59463114,1,0,夺宝游戏币x1
2031108,59511678,1,0,夺宝游戏币x1
2031108,59699476,1,0,夺宝游戏币x1
2031108,59717715,1,0,夺宝游戏币x1
2031108,59725113,1,0,夺宝游戏币x1
2031108,59735722,2,0,夺宝游戏币x2
2031108,59856514,1,0,夺宝游戏币x1
2031108,59938133,1,0,夺宝游戏币x1
2031108,59961124,1,0,夺宝游戏币x1
2031108,59976015,1,0,夺宝游戏币x1
2031108,59976267,1,0,夺宝游戏币x1
2031108,60042810,1,0,夺宝游戏币x1
2031108,60045629,1,0,夺宝游戏币x1
2031108,60049229,1,0,夺宝游戏币x1
2031108,60053807,1,0,夺宝游戏币x1
2031108,60205547,1,0,夺宝游戏币x1
2031108,60229905,1,0,夺宝游戏币x1
2031108,60322978,1,0,夺宝游戏币x1
2031108,61860367,1,0,夺宝游戏币x1
2031108,61883535,1,0,夺宝游戏币x1
2031108,61908006,1,0,夺宝游戏币x1
2031108,61939744,1,0,夺宝游戏币x1
2031108,62151096,1,0,夺宝游戏币x1
2031108,62168761,1,0,夺宝游戏币x1
2031108,62239452,1,0,夺宝游戏币x1
2031108,62724189,1,0,夺宝游戏币x1
2031108,62730997,1,0,夺宝游戏币x1
2031108,62772870,1,0,夺宝游戏币x1
2031108,62810620,1,0,夺宝游戏币x1
2031108,62817095,2,0,夺宝游戏币x2
2031108,62983919,27,0,夺宝游戏币x27
2031108,63169729,1,0,夺宝游戏币x1
2031108,63317101,1,0,夺宝游戏币x1
2031108,63324638,1,0,夺宝游戏币x1
2031108,63398241,1,0,夺宝游戏币x1
2031108,63439557,1,0,夺宝游戏币x1
2031108,63465785,1,0,夺宝游戏币x1
2031108,63478355,1,0,夺宝游戏币x1
2031108,63484545,1,0,夺宝游戏币x1
2031108,63488622,1,0,夺宝游戏币x1
2031108,63491823,1,0,夺宝游戏币x1
2031108,63504904,1,0,夺宝游戏币x1
2031108,63534885,2,0,夺宝游戏币x2
2031108,63583576,1,0,夺宝游戏币x1
2031108,63653090,1,0,夺宝游戏币x1
2031108,63704316,1,0,夺宝游戏币x1
2031108,63712383,1,0,夺宝游戏币x1
2031108,63946981,1,0,夺宝游戏币x1
2031108,63999387,1,0,夺宝游戏币x1
2031108,64019260,376,0,夺宝游戏币x376
2031108,64035289,1,0,夺宝游戏币x1
2031108,64659737,1,0,夺宝游戏币x1
2031108,64703276,1,0,夺宝游戏币x1
2031108,64860884,200,0,夺宝游戏币x200
2031108,64930610,1,0,夺宝游戏币x1
2031108,64981060,1,0,夺宝游戏币x1
2031108,64982703,1,0,夺宝游戏币x1
2031108,65582555,946,1,夺宝游戏币x946、点金手x1
2031108,66224025,1,0,夺宝游戏币x1
2031108,66327608,1,0,夺宝游戏币x1
2031108,66334010,2,0,夺宝游戏币x2
2031108,66949506,1,0,夺宝游戏币x1
2031108,66954885,1,0,夺宝游戏币x1
2031108,66983109,1,0,夺宝游戏币x1
2031108,67020519,1,0,夺宝游戏币x1
2031108,67075963,1,0,夺宝游戏币x1
2031108,67519980,18,0,夺宝游戏币x18
2031108,67593000,1,0,夺宝游戏币x1
2031108,67712282,1,0,夺宝游戏币x1
2031108,67722377,2,0,夺宝游戏币x2
2031108,67737880,1,0,夺宝游戏币x1
2031108,67738880,76,1,夺宝游戏币x76、点金手x1
2031108,67777121,1,0,夺宝游戏币x1
2031108,67836518,127,0,夺宝游戏币x127
2031108,67962623,1,0,夺宝游戏币x1
2031108,68008234,1,0,夺宝游戏币x1
2031108,68523187,1,0,夺宝游戏币x1
2031108,68561192,1,0,夺宝游戏币x1
2031108,68615911,1,0,夺宝游戏币x1
2031108,6868703,1,0,夺宝游戏币x1
2031108,68854926,77,0,夺宝游戏币x77
2031108,68857977,1,0,夺宝游戏币x1
2031108,69194372,1,0,夺宝游戏币x1
2031108,69222379,77,0,夺宝游戏币x77
2031108,69646127,1,0,夺宝游戏币x1
2031108,6983231,1,0,夺宝游戏币x1
2031108,69842915,1,0,夺宝游戏币x1
2031108,70071823,1,0,夺宝游戏币x1
2031108,70142578,2,0,夺宝游戏币x2
2031108,70149309,1,0,夺宝游戏币x1
2031108,70156027,1,0,夺宝游戏币x1
2031108,70388674,2,0,夺宝游戏币x2
2031108,70398912,2,0,夺宝游戏币x2
2031108,7045817,2,0,夺宝游戏币x2
2031108,7046415,51,0,夺宝游戏币x51
2031108,70507253,1,0,夺宝游戏币x1
2031108,7051383,1,0,夺宝游戏币x1
2031108,70530526,26,0,夺宝游戏币x26
2031108,7059961,1,0,夺宝游戏币x1
2031108,70712731,1,0,夺宝游戏币x1
2031108,7090626,1,0,夺宝游戏币x1
2031108,71075267,1,0,夺宝游戏币x1
2031108,71128991,2,0,夺宝游戏币x2
2031108,71159796,1,0,夺宝游戏币x1
2031108,71162481,1,0,夺宝游戏币x1
2031108,71223757,1,0,夺宝游戏币x1
2031108,71228420,1,0,夺宝游戏币x1
2031108,71316689,1,0,夺宝游戏币x1
2031108,71337322,1,0,夺宝游戏币x1
2031108,71358922,1,0,夺宝游戏币x1
2031108,71475224,1,0,夺宝游戏币x1
2031108,73076858,1,0,夺宝游戏币x1
2031108,73114123,2,0,夺宝游戏币x2
2031108,73178107,1,0,夺宝游戏币x1
2031108,73180900,1,0,夺宝游戏币x1
2031108,73212515,1,0,夺宝游戏币x1
2031108,73219132,1,0,夺宝游戏币x1
2031108,73227580,1,0,夺宝游戏币x1
2031108,73271573,1,0,夺宝游戏币x1
2031108,73276609,26,0,夺宝游戏币x26
2031108,73311678,1,0,夺宝游戏币x1
2031108,73321564,26,0,夺宝游戏币x26
2031108,73503694,1,0,夺宝游戏币x1
2031108,73531147,1,0,夺宝游戏币x1
2031108,73547609,1,0,夺宝游戏币x1
2031108,73578276,1,0,夺宝游戏币x1
2031108,73604891,1,0,夺宝游戏币x1
2031108,73638673,1,0,夺宝游戏币x1
2031108,73646526,1,0,夺宝游戏币x1
2031108,73648029,1,0,夺宝游戏币x1
2031108,73695992,1,0,夺宝游戏币x1
2031108,73738957,1,0,夺宝游戏币x1
2031108,73776445,276,3,夺宝游戏币x276、点金手x3
2031108,73798929,1,0,夺宝游戏币x1
2031108,73858176,1,0,夺宝游戏币x1
2031108,73867798,1,0,夺宝游戏币x1
2031108,73873200,1,0,夺宝游戏币x1
