服务器ID,玩家ID,礼包ID,支付金额,代币数量,购买时间
2006102,6454041,,0.0,-20000.0,2026-04-17 23:53:38.950
2006102,6484959,ape_0999_cd_oap2,9.99,1050.0,2026-04-17 23:53:58.405
2006102,6454041,,0.0,-10000.0,2026-04-17 23:54:26.459
2069702,71967778,ape_1999_cd_oap2,19.99,2100.0,2026-04-17 23:54:47.874
2006102,6454041,,0.0,-2000.0,2026-04-17 23:54:49.163
2006102,6454041,,0.0,-5000.0,2026-04-17 23:54:51.207
2077002,27610334,ape_4999_cd_oap2,49.99,5250.0,2026-04-17 23:57:28.677
2077002,80730220,,0.0,-5000.0,2026-04-17 23:58:16.451
2069702,71967778,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 00:01:47.221
2006402,3612328,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:01:53.648
2012402,8654505,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:07:46.771
2006402,11106826,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:11:56.481
2030002,22766854,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 00:12:51.344
2087402,206081257,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:12:56.759
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:13:07.555
2062402,62086647,2013511018_monkey_currency,4.99,500.0,2026-04-18 00:15:44.581
2062402,62086647,,0.0,500.0,2026-04-18 00:15:44.582
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:16:32.887
2068602,71253075,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:16:58.313
2013402,7378760,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:20:17.278
2030502,35749819,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:20:29.118
2030502,43894949,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:21:46.385
2012402,22731494,ape_99999_cd_oap2,999.99,105000.0,2026-04-18 00:23:14.114
2058802,17130538,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:23:26.516
2093602,221632231,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:23:34.020
2093102,221031529,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:24:36.270
2084102,78848664,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:24:55.617
2007202,23809498,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:25:55.727
2066102,73978539,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:26:02.417
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:26:41.421
2049702,41821861,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:27:44.815
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:28:02.716
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:29:56.081
2091302,218649506,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:30:45.706
2012402,22731494,ape_99999_cd_oap2,999.99,105000.0,2026-04-18 00:31:03.079
2077102,80744637,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:32:11.058
2041002,16303419,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:32:24.355
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:32:26.410
2041002,16303419,,0.0,-20000.0,2026-04-18 00:32:36.613
2077102,80744637,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:33:21.130
2058402,49976038,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:33:58.237
2041002,16303419,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 00:34:03.323
2006102,6454041,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:34:33.046
2077102,202943605,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:36:19.950
2023502,40761300,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:36:28.225
2058302,22165551,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:36:51.810
2077102,202943605,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:37:19.442
2027002,20295638,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:39:38.976
2088302,206050535,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:44:56.903
2027002,20454483,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:45:18.983
2058402,53727285,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 00:46:38.000
2049702,38749156,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 00:49:22.560
2012402,19981811,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:52:37.360
2069702,71393894,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 00:54:06.672
2030002,25881955,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 00:54:08.789
2073702,16303419,ape_49999_cd_oap2,499.99,52500.0,2026-04-18 00:55:46.074
2073702,16303419,,0.0,-50000.0,2026-04-18 00:56:32.608
2007202,8111299,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:57:13.483
2073702,16303419,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:57:52.801
2073702,16303419,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 00:59:15.437
2052502,52359983,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:04:34.523
2079402,85532021,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 01:07:25.480
2032402,27633916,2013511021_monkey_currency,49.99,5000.0,2026-04-18 01:08:35.850
2032402,27633916,,0.0,5000.0,2026-04-18 01:08:35.852
2049702,41821861,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:08:45.659
2032402,27633916,2013511020_monkey_currency,19.99,2000.0,2026-04-18 01:09:00.878
2032402,27633916,,0.0,2000.0,2026-04-18 01:09:00.879
2041002,31952856,2013511022_monkey_currency,99.99,10000.0,2026-04-18 01:11:14.957
2041002,31952856,,0.0,10000.0,2026-04-18 01:11:14.958
2041002,31952856,2013511022_monkey_currency,99.99,10000.0,2026-04-18 01:11:56.620
2041002,31952856,,0.0,10000.0,2026-04-18 01:11:56.622
2029902,23514668,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:15:20.192
2077702,202018922,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:15:22.064
2007202,3182561,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:16:35.540
2068602,71253075,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:16:55.034
2012402,21112145,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:17:28.409
2058402,63494106,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 01:17:28.530
2049702,41821861,,0.0,-2000.0,2026-04-18 01:17:40.623
2068602,71253075,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 01:18:09.750
2052502,43634643,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:19:11.458
2068602,71253075,,0.0,-10000.0,2026-04-18 01:21:12.742
2068602,71253075,,0.0,-5000.0,2026-04-18 01:21:22.738
2068602,71253075,,0.0,-2000.0,2026-04-18 01:21:25.832
2061402,59115255,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:22:57.766
2058302,52598655,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:28:00.086
2017802,11698989,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:28:15.110
2007202,63799212,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:28:32.657
2058802,45215660,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:29:19.449
2027002,23702681,2013511019_monkey_currency,9.99,1000.0,2026-04-18 01:31:00.015
2027002,23702681,,0.0,1000.0,2026-04-18 01:31:00.016
2047102,38943083,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:38:07.132
2077702,84490801,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:39:35.343
2047102,39279586,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:39:57.619
2068602,70895908,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 01:40:13.379
2052502,3551767,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 01:41:19.003
2058802,45215660,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 01:42:48.908
2058802,45215660,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 01:44:08.034
2051002,45121358,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:45:11.025
2061402,58149969,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 01:47:21.544
2058302,53038420,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 01:48:24.714
2038602,30683576,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 01:51:46.909
2058402,53338401,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 01:53:00.999
2062602,64785139,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 01:56:21.570
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-18 01:59:31.645
2006402,8159597,2013511020_monkey_currency,19.99,2000.0,2026-04-18 01:59:44.516
2006402,8159597,,0.0,2000.0,2026-04-18 01:59:44.518
2062602,13223852,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 01:59:45.938
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-18 02:00:36.250
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-18 02:01:11.339
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-18 02:01:40.683
2052502,44372243,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:05:23.868
2013402,10086055,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 02:08:17.586
2061402,57026944,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:09:42.668
2058402,47584026,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:10:30.118
2063202,63523487,2013511022_monkey_currency,99.99,10000.0,2026-04-18 02:11:42.054
2063202,63523487,,0.0,10000.0,2026-04-18 02:11:42.057
2063202,63523487,,0.0,-10000.0,2026-04-18 02:12:13.856
2041002,39498266,ape_49999_cd_oap2,499.99,52500.0,2026-04-18 02:12:21.704
2041002,39498266,,0.0,-50000.0,2026-04-18 02:12:49.406
2058402,53995935,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:13:09.317
2058402,31008190,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:14:57.679
2051002,40554584,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:16:15.921
2044602,36663653,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:18:10.461
2058402,39915321,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:19:27.375
2047102,39290153,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:23:12.384
2041002,15138155,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:24:31.193
2049702,41656431,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:26:34.550
2007202,8638645,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 02:27:31.653
2060302,66761693,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:27:49.728
2012402,56305413,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 02:31:39.744
2073702,16303419,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:33:59.286
2049702,41679492,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:35:49.990
2012402,17718146,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 02:38:10.645
2049702,41679492,ape_0099_cd_oap_anni,0.99,200.0,2026-04-18 02:39:33.729
2058302,52228703,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:40:22.405
2044602,36007879,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:41:23.056
2058302,52228703,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:42:47.856
2013402,10086055,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 02:42:51.923
2044602,36007879,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:43:30.151
2018202,12338827,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:44:32.077
2091302,218155358,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 02:45:43.507
2041002,43060407,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:48:08.550
2041002,43060407,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:48:41.779
2041002,43060407,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:48:56.059
2054002,44016445,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:49:05.574
2066102,69205445,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:49:41.240
2041002,43959427,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:49:52.744
2058302,56636784,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:52:01.561
2041002,17280831,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 02:53:51.548
2054002,42129982,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 02:54:07.964
2049702,38626648,2013511018_monkey_currency,4.99,500.0,2026-04-18 02:54:25.133
2049702,38626648,,0.0,500.0,2026-04-18 02:54:25.134
2006102,8405108,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 02:54:36.908
2050802,26102531,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 02:55:58.192
2093502,221632231,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 02:58:16.802
2012402,19981811,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 02:58:27.908
2006102,8405108,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:02:02.241
2058402,54854589,2013511021_monkey_currency,49.99,5000.0,2026-04-18 03:07:45.664
2058402,54854589,,0.0,5000.0,2026-04-18 03:07:45.665
2058402,54854589,,0.0,-5000.0,2026-04-18 03:07:52.477
2006102,8405108,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:08:26.247
2041002,28978706,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:09:41.428
2054002,31184887,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:10:38.731
2052502,11113666,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:10:57.987
2058402,39915321,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:11:41.232
2094702,223363620,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:12:22.171
2051302,49040177,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:13:04.542
2024702,43656083,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 03:13:17.998
2018502,37303985,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:13:47.692
2085302,208910409,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:14:13.092
2016902,49649406,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:15:17.082
2058302,56636784,,0.0,-2000.0,2026-04-18 03:16:33.245
2006102,7932095,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:16:59.704
2023502,18224538,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:17:18.975
2012402,17718146,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 03:17:49.154
2012402,17718146,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 03:18:18.829
2075802,79113564,2013511018_monkey_currency,4.99,500.0,2026-04-18 03:19:33.436
2075802,79113564,,0.0,500.0,2026-04-18 03:19:33.437
2018502,37399438,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:21:27.853
2093502,221632231,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:22:37.157
2079402,81093831,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 03:23:20.462
2086302,208392743,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 03:23:35.833
2032402,27836896,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:23:55.330
2077102,81093831,,0.0,-5000.0,2026-04-18 03:26:18.015
2077102,81093831,,0.0,-2000.0,2026-04-18 03:26:19.812
2055802,54525546,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:28:13.711
2010108,213445284,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 03:29:04.313
2006102,7932095,,0.0,-2000.0,2026-04-18 03:31:21.891
2077702,86024483,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:32:34.032
2016902,49649406,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 03:33:29.707
2013402,11708724,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:35:59.746
2012402,20665385,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:36:23.578
2058302,51762046,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:37:05.261
2025502,20871336,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:40:41.636
2054002,38318884,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:41:03.909
2077002,27608534,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:42:06.702
2025502,20871336,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:42:33.373
2010108,213445284,,0.0,-5000.0,2026-04-18 03:42:39.684
2077002,27608534,,0.0,-5000.0,2026-04-18 03:43:54.472
2054002,55747241,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:45:14.617
2054202,45629654,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:45:15.556
2054002,55747241,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:47:24.646
2058402,63873033,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 03:47:24.672
2084102,78887332,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:50:57.578
2054002,55747241,,0.0,-5000.0,2026-04-18 03:52:06.130
2018502,4874652,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 03:52:28.536
2058402,53558809,ape_49999_cd_oap2,499.99,52500.0,2026-04-18 03:53:48.960
2058402,53558809,,0.0,-50000.0,2026-04-18 03:54:49.094
2058402,53558809,,0.0,-2000.0,2026-04-18 03:56:09.289
2052502,43780156,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 03:57:07.912
2007202,24505327,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 03:57:14.959
2010108,213445284,,0.0,-2000.0,2026-04-18 03:58:54.970
2012402,8654505,2013511022_monkey_currency,99.99,10000.0,2026-04-18 04:04:39.284
2012402,8654505,,0.0,10000.0,2026-04-18 04:04:39.286
2012302,9023001,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:07:19.405
2016902,20276079,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:08:01.533
2012302,9023001,,0.0,-2000.0,2026-04-18 04:08:13.773
2007202,19535546,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 04:08:22.745
2026002,19480888,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:10:13.295
2012402,8135146,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 04:10:20.999
2012402,8135146,,0.0,-5000.0,2026-04-18 04:10:45.896
2037402,31007578,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:11:30.786
2006402,7269873,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 04:12:19.903
2058402,53165079,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 04:12:25.537
2043802,30398098,2013511019_monkey_currency,9.99,1000.0,2026-04-18 04:19:31.593
2043802,30398098,,0.0,1000.0,2026-04-18 04:19:31.595
2058302,50457286,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:20:31.937
2055802,48891507,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:20:47.589
2047102,39279586,,0.0,-2000.0,2026-04-18 04:20:55.409
2068602,32624088,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:22:32.389
2023502,15232189,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:28:16.858
2075202,79480736,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 04:29:17.652
2041002,20344682,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 04:33:11.534
2052502,4546671,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 04:34:02.015
2079402,35549372,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:34:34.313
2054202,47084081,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:36:29.154
2016902,25491019,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 04:38:01.944
2016902,25491019,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 04:39:34.972
2016902,25491019,,0.0,-50000.0,2026-04-18 04:40:41.154
2000808,219023667,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 04:40:49.427
2068602,70889814,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 04:41:59.357
2079302,200117375,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 04:44:56.369
2088302,205810110,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:45:31.777
2079302,200117375,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 04:45:54.953
2066102,48958128,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 04:47:13.150
2013402,10086055,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 04:49:19.209
2016902,11534557,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 04:53:02.493
2007202,23709193,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:53:29.875
2058402,49669542,2013511022_monkey_currency,99.99,10000.0,2026-04-18 04:56:55.221
2058402,49669542,,0.0,10000.0,2026-04-18 04:56:55.223
2007202,10845039,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:57:33.034
2058402,54077531,2013511021_monkey_currency,49.99,5000.0,2026-04-18 04:58:09.574
2058402,54077531,,0.0,5000.0,2026-04-18 04:58:09.576
2058802,45243473,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 04:59:22.190
2015702,10878467,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 05:01:37.956
2010108,213785383,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:02:52.434
2051302,54295305,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:03:43.095
2006702,7351210,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:04:45.933
2044602,34095450,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:05:12.441
2051302,54295305,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:05:13.782
2051302,54295305,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:05:29.877
2058402,49669542,2013511022_monkey_currency,99.99,10000.0,2026-04-18 05:06:52.623
2058402,49669542,,0.0,10000.0,2026-04-18 05:06:52.625
2025502,20922229,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:09:08.900
2058402,49669542,2013511022_monkey_currency,99.99,10000.0,2026-04-18 05:09:36.924
2058402,49669542,,0.0,10000.0,2026-04-18 05:09:36.927
2058402,49669542,2013511022_monkey_currency,99.99,10000.0,2026-04-18 05:10:15.980
2058402,49669542,,0.0,10000.0,2026-04-18 05:10:15.982
2058402,49669542,2013511022_monkey_currency,99.99,10000.0,2026-04-18 05:10:32.826
2058402,49669542,,0.0,10000.0,2026-04-18 05:10:32.827
2058302,50502852,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 05:13:41.654
2058302,36084485,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 05:16:53.030
2062602,10249527,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:17:38.119
2018602,12864971,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:19:12.752
2030002,19280460,ape_49999_cd_oap2,499.99,52500.0,2026-04-18 05:19:25.796
2016902,49649406,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:21:23.200
2025502,18556119,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 05:21:38.364
2016902,49649406,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:22:20.799
2016902,20276079,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:23:00.890
2016902,49649406,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:23:18.499
2060902,48480118,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:23:22.958
2052702,44062861,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:23:30.816
2086302,206802275,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:24:05.939
2016902,49649406,,0.0,-20000.0,2026-04-18 05:26:25.786
2025502,32554079,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:31:29.209
2060902,57796435,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:31:46.171
2060902,57796435,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 05:32:02.356
2058402,53331344,ape_0099_cd_oap_anni,0.99,200.0,2026-04-18 05:32:51.421
2095002,223694209,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 05:34:01.286
2091102,217403862,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 05:34:44.570
2006702,7351210,,0.0,-5000.0,2026-04-18 05:34:50.762
2058402,53358481,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 05:38:45.739
2062602,60749528,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:44:37.021
2077702,200981160,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 05:46:11.906
2054002,52172725,2013511019_monkey_currency,9.99,1000.0,2026-04-18 05:48:33.805
2054002,52172725,,0.0,1000.0,2026-04-18 05:48:33.806
2077702,200981160,,0.0,-10000.0,2026-04-18 05:49:04.132
2054002,52172725,2013511019_monkey_currency,9.99,1000.0,2026-04-18 05:49:16.633
2054002,52172725,,0.0,1000.0,2026-04-18 05:49:16.634
2079302,20979216,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 05:49:31.578
2054002,52172725,,0.0,-2000.0,2026-04-18 05:49:53.193
2063202,25164663,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:50:32.722
2000808,219535131,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 05:51:13.999
2025502,20977666,2013511019_monkey_currency,9.99,1000.0,2026-04-18 05:51:24.659
2025502,20977666,,0.0,1000.0,2026-04-18 05:51:24.661
2075802,79295807,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 05:52:50.047
2060302,67316961,2013511018_monkey_currency,4.99,500.0,2026-04-18 05:54:44.532
2060302,67316961,,0.0,500.0,2026-04-18 05:54:44.534
2058402,54077531,2013511022_monkey_currency,99.99,10000.0,2026-04-18 05:55:12.714
2058402,54077531,,0.0,10000.0,2026-04-18 05:55:12.716
2044602,36663653,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 05:56:25.172
2030502,24022697,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:57:05.030
2063202,63729005,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:58:08.608
2075802,79295807,,0.0,-10000.0,2026-04-18 05:58:15.686
2050802,40798491,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 05:58:59.034
2060302,67316961,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 05:59:44.354
2006102,4442310,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 06:00:47.899
2084102,205230676,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 06:01:59.442
2044602,36663653,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 06:03:36.891
2055802,48242988,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 06:03:51.729
2025502,18092465,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 06:04:20.565
2032402,28187299,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 06:10:49.188
2046502,37864112,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 06:11:12.814
2062602,66718790,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 06:11:38.887
2006102,4442310,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 06:12:09.070
