"活动 ID","活动名称","服务器（组）","是否跨服排名","是否跨服","活动开始时间","活动结束时间","活动持续时长","最后操作人","最后更新时间","状态"
7379	,情人节-限时抢购-S3-5-通用皮（3期	,"1组 (2006102, 2006402, 2006502, 2006702, 2007202, 2008502, 2010102, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2015702, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2022002, 2023502, 2024402, 2024502, 2024702, 2025502, 2026002, 2027002, 2028602, 2029902, 2030002, 2030502, 2031402, 2032002, 2032402, 2033202, 2033902, 2037402, 2038602, 2039502, 2041002, 2043802, 2044602, 2046502, 2047102, 2047502, 2049702, 2050502, 2050802, 2051002, 2051302, 2052502, 2052702, 2054002, 2054202, 2055302, 2055802, 2056102, 2058302, 2058402, 2058802, 2060302, 2060902, 2061402, 2062402, 2062602, 2063202, 2066102, 2068602, 2069702, 2073702, 2074702, 2075202, 2075802, 2077002, 2077102, 2077702, 2078402, 2078702, 2079102, 2079302, 2079402, 2084102, 2084502, 2085302, 2086302, 2087402, 2088202, 2088302, 2088802, 2088902, 2089202, 2089602, 2089702, 2089802, 2089902, 2090002, 2090102, 2090202, 2090302, 2090402, 2090502, 2090602, 2090702, 2090802, 2090902, 2091002, 2091102, 2091202, 2091302, 2091402, 2091502, 2091602, 2091702, 2091802, 2091902, 2092002, 2092102, 2600202, 2600502, 2600602, 2603302, 2603602, 2603702, 2604002, 2604402, 2605102, 2605902, 2606502, 2606802, 2606902, 2607002, 2607102, 2607202, 2607302, 2607402, 2607502, 2607602, 2607702, 2607802)"	,是	,跨服	,2026.03.02 00:00:00	,2026.03.03 00:00:00	,24h	,龚亮	,2026.02.11 08:16:25	,部署申请	
3034	,飞艇击落战-机师版-周年庆	,"1组 (2004702, 2006102, 2006202, 2006402, 2006502, 2006702, 2007102, 2007202, 2007502, 2008502, 2010102, 2010302, 2010802, 2011002, 2011402, 2011502, 2012002, 2012102, 2012302, 2012402, 2012702, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2015702, 2016102, 2016902, 2017502, 2017802, 2018202, 2018502, 2018602, 2018702, 2019102, 2019202, 2019902, 2020802, 2020902, 2021902, 2022002, 2022302, 2022702, 2023202, 2023302, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036002, 2036102, 2036402, 2036502, 2037402, 2037902, 2038302, 2038602, 2038802, 2039302, 2039502, 2040002, 2040602, 2041002, 2041302, 2041802, 2041902, 2042002, 2043002, 2043202, 2043702, 2043802, 2044402, 2044602, 2045302, 2045702, 2045802, 2045902, 2046202, 2046302, 2046502, 2046602, 2046802, 2047102, 2047302, 2047502, 2047602, 2047802, 2047902, 2048202, 2048302, 2048602, 2048902, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051302, 2051402, 2051602, 2051702, 2052002, 2052302, 2052402, 2052502, 2052602, 2052702, 2052802, 2053102, 2053702, 2053802, 2054002, 2054202, 2054302, 2054402, 2054802, 2055002, 2055102, 2055302, 2055402, 2055802, 2056102, 2056202, 2056302, 2056402, 2056802, 2056902, 2057302, 2057402, 2057702, 2057802, 2057902, 2058302, 2058402, 2058502, 2058602, 2058702, 2058802, 2059302, 2059602, 2059702, 2059802, 2059902, 2060002, 2060102, 2060202, 2060302, 2060402, 2060502, 2060602, 2060702, 2060802, 2060902, 2061002, 2061102, 2061202, 2061302, 2061402, 2061502, 2061602, 2061702, 2061802, 2061902, 2062002, 2062102, 2062202, 2062302, 2062402, 2062502, 2062602, 2062702, 2062802, 2062902, 2063002, 2063102, 2063202, 2063302, 2063402, 2063502, 2063602, 2063702, 2063802, 2063902, 2064002, 2064102, 2064202, 2064302, 2064402, 2064502, 2064602, 2064702, 2064802, 2064902, 2065002, 2065102, 2065202, 2065302, 2065402, 2065502, 2065602, 2065702, 2065802, 2065902, 2066002, 2066102, 2066202, 2066302, 2066402, 2066502)"	,是	,跨服	,2024.09.10 00:00:00	,2024.09.15 00:00:00	,120h	,同步项目组状态	,2024.09.15 00:00:13	,已结束	
3053	,周年庆2024-行军表情礼包	,"2004702, 2006102, 2006202, 2006402, 2006502, 2006702, 2007102, 2007202, 2007502, 2008502, 2010102, 2010302, 2010802, 2011002, 2011402, 2011502, 2012002, 2012102, 2012302, 2012402, 2012702, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2015702, 2016102, 2016902, 2017502, 2017802, 2018202, 2018502, 2018602, 2018702, 2019102, 2019202, 2019902, 2020802, 2020902, 2021902, 2022002, 2022302, 2022702, 2023202, 2023302, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036002, 2036102, 2036402, 2036502, 2037402, 2037902, 2038302, 2038602, 2038802, 2039302, 2039502, 2040002, 2040602, 2041002, 2041302, 2041802, 2041902, 2042002, 2043002, 2043202, 2043702, 2043802, 2044402, 2044602, 2045302, 2045702, 2045802, 2045902, 2046202, 2046302, 2046502, 2046602, 2046802, 2047102, 2047302, 2047502, 2047602, 2047802, 2047902, 2048202, 2048302, 2048602, 2048902, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051302, 2051402, 2051602, 2051702, 2052002, 2052302, 2052402, 2052502, 2052602, 2052702, 2052802, 2053102, 2053702, 2053802, 2054002, 2054202, 2054302, 2054402, 2054802, 2055002, 2055102, 2055302, 2055402, 2055802, 2056102, 2056202, 2056302, 2056402, 2056802, 2056902, 2057302, 2057402, 2057702, 2057802, 2057902, 2058302, 2058402, 2058502, 2058602, 2058702, 2058802, 2059302, 2059602, 2059702, 2059802, 2059902, 2060002, 2060102, 2060202, 2060302, 2060402, 2060502, 2060602, 2060702, 2060802, 2060902, 2061002, 2061102, 2061202, 2061302, 2061402, 2061502, 2061602, 2061702, 2061802, 2061902, 2062002, 2062102, 2062202, 2062302, 2062402, 2062502, 2062602, 2062702, 2062802, 2062902, 2063002, 2063102, 2063202, 2063302, 2063402, 2063502, 2063602, 2063702, 2063802, 2063902, 2064002, 2064102, 2064202, 2064302, 2064402, 2064502, 2064602, 2064702, 2064802, 2064902, 2065002, 2065102, 2065202, 2065302, 2065402, 2065502, 2065602, 2065702, 2065802, 2065902, 2066002, 2066102, 2066202, 2066302, 2066402, 2066502, 2066602, 2066702, 2066802, 2066902, 2067002, 2067102, 2067202, 2067302, 2067402, 2067502, 2067602, 2067702, 2067802, 2067902, 2068002, 2068102, 2068202, 2068302, 2068402, 2068502"	,否	,单服	,2024.09.10 00:00:00	,2024.09.15 00:00:00	,120h	,同步项目组状态	,2024.09.15 00:00:13	,已下线	
3027	,最强猴子（Shema6版）	,"40组 (2004702, 2010802, 2018202), (2006102, 2006402, 2012302), (2006202, 2013602, 2013902), (2006502, 2006702, 2012702), (2007102, 2011002, 2013802), (2007202, 2012402, 2016902), (2007502, 2015702), (2008502, 2018602, 2023202), (2010102, 2011502, 2012102), (2010302, 2011402, 2013402), (2012002, 2017802, 2021902), (2013502, 2016102), (2014502, 2020902, 2023302), (2017502, 2022702, 2023502), (2018502, 2018702, 2019902), (2019102, 2020802, 2023602), (2019202, 2022002, 2022302), (2024402, 2030002, 2031402), (2024502, 2033202, 2033902), (2024602, 2036502, 2044602), (2024702, 2025702, 2043002), (2025002, 2035002, 2041802), (2025502, 2026002, 2028602), (2026602, 2027202, 2043702), (2027002, 2031702, 2041902), (2028902, 2032302, 2047302), (2029602, 2038302, 2038802), (2029902, 2030502, 2038602), (2031102, 2037402, 2041302), (2032002, 2039302, 2041002), (2032402, 2032902, 2043802), (2033102, 2036102, 2042002), (2033702, 2045902, 2047502), (2036002, 2046602, 2047102), (2036402, 2040602, 2046302), (2037902, 2039502, 2040002), (2044402, 2046202, 2046802), (2045302, 2045702, 2045802), (2046502, 2047602, 2047902), (2043202, 2047802)"	,是	,跨服	,2024.09.09 00:00:00	,2024.09.15 00:00:00	,144h	,同步项目组状态	,2024.09.15 00:00:13	,已结束	
3028	,最强猴子（Shema5版）	,"22组 (2048202, 2055402, 2055802), (2048302, 2051702, 2052802), (2048602, 2051402, 2053802), (2048902, 2049202, 2049902), (2049102, 2050302, 2054802), (2049502, 2052002, 2052302), (2049702, 2052502, 2052602), (2050502, 2051302, 2055302), (2050602, 2050802, 2052402), (2050902, 2052702, 2054402), (2051002, 2051602, 2053102), (2053702, 2054002, 2055002), (2054202, 2054302, 2055102), (2056102, 2056202, 2056302), (2056402, 2056802, 2056902), (2057302, 2057702, 2058302), (2057402, 2057802, 2057902), (2058402, 2058602, 2059302), (2058502, 2058702, 2058802), (2059602, 2059902, 2060002), (2059702, 2059802), (2060102, 2060202)"	,是	,跨服	,2024.09.09 00:00:00	,2024.09.15 00:00:00	,144h	,同步项目组状态	,2024.09.15 00:00:13	,已结束	
3029	,最强猴子（Shema4版）	,"21组 (2060302, 2060502), (2060402, 2060602, 2060702), (2060802, 2060902, 2061202), (2061002, 2061102, 2061302), (2061402, 2061502, 2061802), (2061602, 2061702, 2061902), (2062002, 2062402, 2062502), (2062102, 2062202, 2062302), (2062602, 2062802, 2063102), (2062702, 2062902, 2063002), (2063202, 2063302, 2063502), (2063402, 2063602, 2063702), (2063802, 2063902, 2064102), (2064002, 2064202, 2064302), (2064402, 2064502, 2064702), (2064602, 2064802, 2064902), (2065002, 2065202, 2065302), (2065102, 2065402, 2065502), (2065602, 2065902, 2066102), (2065702, 2065802, 2066002), (2066202, 2066302, 2066402)"	,是	,跨服	,2024.09.09 00:00:00	,2024.09.15 00:00:00	,144h	,同步项目组状态	,2024.09.15 00:00:13	,已结束	
3030	,最强猴子（Shema3版）	,"11组 (2066502, 2066602, 2066702), (2066802, 2066902, 2067002), (2067102, 2067202, 2067302), (2067402, 2067502, 2067902), (2067602, 2067702, 2067802), (2068002, 2068102, 2068302), (2068202, 2068402, 2068502), (2068602, 2068902, 2069002), (2068702, 2068802, 2069102), (2069202, 2069302), (2069402, 2069502)"	,是	,跨服	,2024.09.09 00:00:00	,2024.09.15 00:00:00	,144h	,同步项目组状态	,2024.09.15 00:00:13	,已结束	
3065	,最强猴子（Shema3版）	,"11组 (2067002, 2067202), (2067102, 2067302), (2067402, 2067502, 2067602), (2067702, 2067802, 2067902), (2068002, 2068102, 2068402), (2068202, 2068302, 2068502), (2068602, 2068802, 2069102), (2068702, 2068902, 2069002), (2069202, 2069402, 2069702), (2069302, 2069502, 2069602), (2069802, 2069902, 2070002)"	,是	,跨服	,2024.09.16 00:00:00	,2024.09.22 00:00:00	,144h	,孙明昊	,2024.09.14 10:10:53	,已撤回	
3064	,跨服wonder - 主活动	,"72组 (2004702, 2013402, 2023202), (2006102, 2006702, 2011502), (2006202, 2016102), (2006402, 2007202, 2010102), (2006502, 2012402, 2016902), (2007102, 2014502, 2017802), (2007502, 2013502), (2008502, 2010302, 2010802), (2011002, 2012002, 2022002), (2011402, 2019102, 2023602), (2012102, 2012302, 2012702), (2013602, 2017502, 2023502), (2013802, 2019202, 2020902), (2013902, 2019902, 2022702), (2015702, 2018502, 2018702), (2018202, 2018602, 2020802), (2021902, 2022302, 2023302), (2024402, 2025502, 2033202), (2024502, 2026002, 2032002), (2024602, 2038602, 2041302), (2024702, 2025702, 2037402), (2025002, 2029602, 2043702), (2026602, 2041802, 2042002), (2027002, 2039502), (2027202, 2033102, 2038302), (2028602, 2030002, 2039302), (2028902, 2032402, 2032902), (2029902, 2031102, 2043002), (2030502, 2036502, 2044602), (2031402, 2033902, 2041002), (2031702, 2037902, 2043802), (2032302, 2040002, 2041902), (2033702, 2036002, 2040602), (2035002, 2036102, 2038802), (2036402, 2043202, 2044402), (2051302, 2052702, 2055302), (2051402, 2051602, 2053802), (2051702, 2052302), (2052002, 2052802), (2052402, 2052502), (2052602, 2054802), (2053102, 2055402, 2055802), (2053702, 2054202), (2054002, 2054302, 2054402), (2055002, 2055102), (2056102, 2056202, 2056902), (2056302, 2056402, 2056802), (2057302, 2057802, 2057902), (2057402, 2057702, 2058302), (2058402, 2058502, 2059302), (2058602, 2058702, 2058802), (2060802, 2061102, 2061202), (2060902, 2061002, 2061302), (2061402, 2061702, 2061902), (2061502, 2061602, 2061802), (2062002, 2062202, 2062302), (2062102, 2062402, 2062502), (2062602, 2062702, 2062902), (2062802, 2063002, 2063102), (2063202, 2063302, 2063602), (2063402, 2063502, 2063702), (2063802, 2064002, 2064302), (2063902, 2064102, 2064202), (2064402, 2064602, 2064902), (2064502, 2064702, 2064802), (2065002, 2065102, 2065202), (2065302, 2065402, 2065502), (2065602, 2065702, 2066002), (2065802, 2065902, 2066102), (2066202, 2066502, 2066702), (2066302, 2066402, 2066602), (2066802, 2066902)"	,是	,跨服	,2024.09.16 00:00:00	,2024.09.23 00:00:00	,168h	,孙明昊	,2024.09.14 10:09:43	,已撤回	
3051	,周年庆2024-掉落活动	,"2004702, 2006202, 2007102, 2007502, 2008502, 2010302, 2010802, 2011002, 2011402, 2012002, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2015702, 2016102, 2017502, 2017802, 2018202, 2018502, 2018602, 2018702, 2019102, 2019202, 2019902, 2020802, 2020902, 2021902, 2022002, 2022302, 2022702, 2023202, 2023302, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036002, 2036102, 2036402, 2036502, 2037402, 2037902, 2038302, 2038602, 2038802, 2039302, 2039502, 2040002, 2040602, 2041002, 2041302, 2041802, 2041902, 2042002, 2043002, 2043202, 2043702, 2043802, 2044402, 2044602, 2045302, 2045702, 2045802, 2045902, 2046202, 2046302, 2046502, 2046602, 2046802, 2047102, 2047302, 2047502, 2047602, 2047802, 2047902, 2048202, 2048302, 2048602, 2048902, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051302, 2051402, 2051602, 2051702, 2052002, 2052302, 2052402, 2052502, 2052602, 2052702, 2052802, 2053102, 2053702, 2053802, 2054002, 2054202, 2054302, 2054402, 2054802, 2055002, 2055102, 2055302, 2055402, 2055802, 2056102, 2056202, 2056302, 2056402, 2056802, 2056902, 2057302, 2057402, 2057702, 2057802, 2057902, 2058302, 2058402, 2058502, 2058602, 2058702, 2058802, 2059302, 2059602, 2059702, 2059802, 2059902, 2060002, 2060102, 2060202, 2060302, 2060402, 2060502, 2060602, 2060702, 2060802, 2060902, 2061002, 2061102, 2061202, 2061302, 2061402, 2061502, 2061602, 2061702, 2061802, 2061902, 2062002, 2062102, 2062202, 2062302, 2062402, 2062502, 2062602, 2062702, 2062802, 2062902, 2063002, 2063102, 2063202, 2063302, 2063402, 2063502, 2063602, 2063702, 2063802, 2063902, 2064002, 2064102, 2064202, 2064302, 2064402, 2064502, 2064602, 2064702, 2064802, 2064902, 2065002, 2065102, 2065202, 2065302, 2065402, 2065502, 2065602, 2065702, 2065802, 2065902, 2066002, 2066102, 2066202, 2066302, 2066402, 2066502, 2066602, 2066702, 2066802, 2066902, 2067002, 2067102, 2067202, 2067302, 2067402, 2067502, 2067602, 2067702, 2067802, 2067902, 2068002, 2068102, 2068202, 2068302, 2068402, 2068502"	,否	,单服	,2024.09.10 00:00:00	,2024.09.14 00:00:00	,96h	,同步项目组状态	,2024.09.14 00:00:10	,已下线	
3058	,合服前活动	,"6组 (2059802, 2059902), (2060302, 2060502), (2060402, 2060602), (2059702, 2060002), (2059602, 2060102), (2060202, 2060702)"	,是	,跨服	,2024.09.13 00:00:00	,2024.09.17 00:00:00	,96h	,杨梁	,2024.09.13 08:22:27	,已撤回	
3055	,周年庆2024-机甲gacha-巨象	,"2006102, 2006402, 2006502, 2006702, 2007202, 2010102, 2011502, 2012102, 2012302, 2012402, 2012702, 2016902"	,否	,单服	,2024.09.16 00:00:00	,2024.09.21 00:00:00	,120h	,林康	,2024.09.13 07:43:47	,已撤回	
3014	,付费迁服	,"2组 (2004702, 2006102, 2006202, 2006402, 2006502, 2006702, 2007102, 2007202, 2007502, 2008502, 2010102, 2010302, 2010802, 2011002, 2011402, 2011502, 2012002, 2012102, 2012302, 2012402, 2012702, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2015702, 2016102, 2016902, 2017502, 2017802, 2018202, 2018502, 2018602, 2018702, 2019102, 2019202, 2019902, 2020802, 2020902, 2021902, 2022002, 2022302, 2022702, 2023202, 2023302, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036002, 2036102, 2036402, 2036502, 2037402, 2037902, 2038302, 2038602, 2038802, 2039302, 2039502, 2040002, 2040602, 2041002, 2041302, 2041802, 2041902, 2042002, 2043002, 2043202, 2043702, 2043802, 2044402, 2044602, 2045302, 2045702, 2045802, 2045902, 2046202, 2046302, 2046502, 2046602, 2046802, 2047102, 2047302, 2047502, 2047602, 2047802, 2047902), (2048202, 2048302, 2048602, 2048902, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051302, 2051402, 2051602, 2051702, 2052002, 2052302, 2052402, 2052502, 2052602, 2052702, 2052802, 2053102, 2053702, 2053802, 2054002, 2054202, 2054302, 2054402, 2054802, 2055002, 2055102, 2055302, 2055402, 2055802)"	,是	,跨服	,2024.09.10 00:00:00	,2024.09.13 00:00:00	,72h	,同步项目组状态	,2024.09.13 00:00:11	,已下线	
3024	,周年庆2024-掉落活动	,"2006102, 2006402, 2006502, 2006702, 2007202, 2010102, 2011502, 2012102, 2012302, 2012402, 2012702, 2016902"	,否	,单服	,2024.09.09 00:00:00	,2024.09.13 00:00:00	,96h	,同步项目组状态	,2024.09.13 00:00:11	,已下线	
3052	,周年庆2024-行军表情礼包	,"2004702, 2006102, 2006202, 2006402, 2006502, 2006702, 2007102, 2007202, 2007502, 2008502, 2010102, 2010302, 2010802, 2011002, 2011402, 2011502, 2012002, 2012102, 2012302, 2012402, 2012702, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2015702, 2016102, 2016902, 2017502, 2017802, 2018202, 2018502, 2018602, 2018702, 2019102, 2019202, 2019902, 2020802, 2020902, 2021902, 2022002, 2022302, 2022702, 2023202, 2023302, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036002, 2036102, 2036402, 2036502, 2037402, 2037902, 2038302, 2038602, 2038802, 2039302, 2039502, 2040002, 2040602, 2041002, 2041302, 2041802, 2041902, 2042002, 2043002, 2043202, 2043702, 2043802, 2044402, 2044602, 2045302, 2045702, 2045802, 2045902, 2046202, 2046302, 2046502, 2046602, 2046802, 2047102, 2047302, 2047502, 2047602, 2047802, 2047902, 2048202, 2048302, 2048602, 2048902, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051302, 2051402, 2051602, 2051702, 2052002, 2052302, 2052402, 2052502, 2052602, 2052702, 2052802, 2053102, 2053702, 2053802, 2054002, 2054202, 2054302, 2054402, 2054802, 2055002, 2055102, 2055302, 2055402, 2055802, 2056102, 2056202, 2056302, 2056402, 2056802, 2056902, 2057302, 2057402, 2057702, 2057802, 2057902, 2058302, 2058402, 2058502, 2058602, 2058702, 2058802, 2059302, 2059602, 2059702, 2059802, 2059902, 2060002, 2060102, 2060202, 2060302, 2060402, 2060502, 2060602, 2060702, 2060802, 2060902, 2061002, 2061102, 2061202, 2061302, 2061402, 2061502, 2061602, 2061702, 2061802, 2061902, 2062002, 2062102, 2062202, 2062302, 2062402, 2062502, 2062602, 2062702, 2062802, 2062902, 2063002, 2063102, 2063202, 2063302, 2063402, 2063502, 2063602, 2063702, 2063802, 2063902, 2064002, 2064102, 2064202, 2064302, 2064402, 2064502, 2064602, 2064702, 2064802, 2064902, 2065002, 2065102, 2065202, 2065302, 2065402, 2065502, 2065602, 2065702, 2065802, 2065902, 2066002, 2066102, 2066202, 2066302, 2066402, 2066502, 2066602, 2066702, 2066802, 2066902, 2067002, 2067102, 2067202, 2067302, 2067402, 2067502, 2067602, 2067702, 2067802, 2067902, 2068002, 2068102, 2068202, 2068302, 2068402, 2068502"	,否	,单服	,2024.09.10 00:00:00	,2024.09.17 00:00:00	,168h	,鲜珮雯	,2024.09.10 06:56:19	,已撤回	
3009	,周年庆2024-gacha占位	,"5组 (2048202, 2048902, 2051302, 2051602, 2052302, 2052702, 2053102, 2053702, 2053802, 2054002, 2055002, 2055102, 2055302, 2055402, 2056102, 2057902, 2058302, 2058702, 2058802, 2059302, 2060302, 2060702, 2061502, 2065302, 2065402, 2065502, 2065602, 2065702, 2065802, 2065902, 2066002, 2066102, 2066202, 2066302, 2066402, 2066502, 2066602, 2066702, 2066802, 2066902, 2067002, 2067102, 2067202, 2067302, 2067402, 2067502, 2067602, 2067702, 2067802, 2067902, 2068002, 2068102, 2068202, 2068302, 2068402, 2068502), (2048302, 2048602, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051402, 2051702, 2052002, 2052402, 2052502, 2052602, 2052802, 2054202, 2054302, 2054402, 2054802, 2055802, 2056202, 2056302, 2056402, 2056802, 2056902, 2057302, 2057402, 2057702, 2058402, 2059802, 2060102, 2060402, 2060502, 2060802, 2060902, 2061202, 2061302, 2061602, 2062002, 2062502, 2062602, 2062702, 2062902, 2063002, 2063102, 2063202, 2063302, 2063602, 2063902, 2064502, 2064902), (2017502, 2019102, 2024402, 2028602, 2031702, 2032002, 2039302, 2041002, 2041302, 2042002, 2044602, 2046202, 2057802, 2058502, 2058602, 2059602, 2059702, 2059902, 2060002, 2060202, 2060602, 2061002, 2061102, 2061402, 2061702, 2061802, 2061902, 2062102, 2062202, 2062302, 2062402, 2062802, 2063402, 2063502, 2063702, 2063802, 2064002, 2064102, 2064202, 2064302, 2064402, 2064602, 2064702, 2064802, 2065002, 2065102, 2065202), (2007102, 2008502, 2010302, 2010802, 2011002, 2011402, 2012002, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2016102, 2018202, 2018502, 2020802, 2020902, 2022702, 2023302, 2023502, 2026002, 2027002, 2030002, 2030502, 2031102, 2031402, 2032402, 2033102, 2033702, 2033902, 2036102, 2036402, 2036502, 2038602, 2038802, 2040602, 2041802, 2041902, 2043002, 2043202, 2043702, 2044402, 2045902, 2047102, 2047502, 2047602, 2047802), (2004702, 2006202, 2007502, 2015702, 2017802, 2018602, 2018702, 2019202, 2019902, 2021902, 2022002, 2022302, 2023202, 2023602, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026602, 2027202, 2028902, 2029602, 2029902, 2032302, 2032902, 2033202, 2035002, 2036002, 2037402, 2037902, 2038302, 2039502, 2040002, 2043802, 2045302, 2045702, 2045802, 2046302, 2046502, 2046602, 2046802, 2047302, 2047902)"	,是	,跨服	,2024.09.03 00:00:00	,2024.09.10 00:00:00	,168h	,同步项目组状态	,2024.09.10 00:00:16	,已结束	
3011	,周年庆2024-行军表情礼包	,"2004702, 2006202, 2007102, 2007502, 2008502, 2010302, 2010802, 2011002, 2011402, 2012002, 2013402, 2013502, 2013602, 2013802, 2013902, 2014502, 2015702, 2016102, 2017502, 2017802, 2018202, 2018502, 2018602, 2018702, 2019102, 2019202, 2019902, 2020802, 2020902, 2021902, 2022002, 2022302, 2022702, 2023202, 2023302, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036002, 2036102, 2036402, 2036502, 2037402, 2037902, 2038302, 2038602, 2038802, 2039302, 2039502, 2040002, 2040602, 2041002, 2041302, 2041802, 2041902, 2042002, 2043002, 2043202, 2043702, 2043802, 2044402, 2044602, 2045302, 2045702, 2045802, 2045902, 2046202, 2046302, 2046502, 2046602, 2046802, 2047102, 2047302, 2047502, 2047602, 2047802, 2047902, 2048202, 2048302, 2048602, 2048902, 2049102, 2049202, 2049502, 2049702, 2049902, 2050302, 2050502, 2050602, 2050802, 2050902, 2051002, 2051302, 2051402, 2051602, 2051702, 2052002, 2052302, 2052402, 2052502, 2052602, 2052702, 2052802, 2053102, 2053702, 2053802, 2054002, 2054202, 2054302, 2054402, 2054802, 2055002, 2055102, 2055302, 2055402, 2055802, 2056102, 2056202, 2056302, 2056402, 2056802, 2056902, 2057302, 2057402, 2057702, 2057802, 2057902, 2058302, 2058402, 2058502, 2058602, 2058702, 2058802, 2059302, 2059602, 2059702, 2059802, 2059902, 2060002, 2060102, 2060202, 2060302, 2060402, 2060502, 2060602, 2060702, 2060802, 2060902, 2061002, 2061102, 2061202, 2061302, 2061402, 2061502, 2061602, 2061702, 2061802, 2061902, 2062002, 2062102, 2062202, 2062302, 2062402, 2062502, 2062602, 2062702, 2062802, 2062902, 2063002, 2063102, 2063202, 2063302, 2063402, 2063502, 2063602, 2063702, 2063802, 2063902, 2064002, 2064102, 2064202, 2064302, 2064402, 2064502, 2064602, 2064702, 2064802, 2064902, 2065002, 2065102, 2065202, 2065302, 2065402, 2065502, 2065602, 2065702, 2065802, 2065902, 2066002, 2066102, 2066202, 2066302, 2066402, 2066502, 2066602, 2066702, 2066802, 2066902, 2067002, 2067102, 2067202, 2067302, 2067402, 2067502, 2067602, 2067702, 2067802, 2067902, 2068002, 2068102, 2068202, 2068302, 2068402, 2068502"	,否	,单服	,2024.09.03 00:00:00	,2024.09.10 00:00:00	,168h	,同步项目组状态	,2024.09.10 00:00:16	,已下线	
2987	,周年庆2024-行军表情礼包	,"2006102, 2006402, 2006502, 2006702, 2007202, 2010102, 2011502, 2012102, 2012302, 2012402, 2012702, 2016902"	,否	,单服	,2024.09.02 00:00:00	,2024.09.10 00:00:00	,192h	,同步项目组状态	,2024.09.10 00:00:16	,已下线	
2992	,周年庆2024-gacha占位	,"1组 (2006102, 2006402, 2006502, 2006702, 2007202, 2010102, 2011502, 2012102, 2012302, 2012402, 2012702, 2016902)"	,是	,跨服	,2024.09.02 00:00:00	,2024.09.10 00:00:00	,192h	,同步项目组状态	,2024.09.10 00:00:16	,已结束	
