cs	cs	cs	cs		cs	cs	cs	cs	c	cs		cs	cs	cs
12209	765404	1	11044	远征号角	10		1	10000			入侵-跨服酒馆-胜方全服奖励			12209
12210	765405	1	51018	荣耀牌	3		1	10000			入侵-跨服酒馆-精英水手			12210
12211	765405	1	11024	荣耀牌	5		1	10000			入侵-跨服酒馆-精英水手			12211
12212	765405	1	11044	荣耀牌	5		1	10000			入侵-跨服酒馆-精英水手			12212
12213	766101	1	1002	荣耀牌	200		1	10000			入侵-跨服酒馆-精英水手			12213
12214	766101	1	19001	荣耀牌	3		1	10000			入侵-跨服酒馆-城建加速			12214
12215	766102	1	1002	荣耀牌	500		1	10000			入侵-跨服酒馆-城建加速			12215
12216	766102	1	19001	荣耀牌	10		1	10000			入侵-跨服酒馆-城建加速			12216
12217	766103	1	1002	荣耀牌	1000		1	10000			入侵-跨服酒馆-城建加速			12217
12218	766103	1	19002	荣耀牌	5		1	10000			入侵-跨服酒馆-英雄晋升			12218
12219	766104	1	1002	荣耀牌	1500		1	10000			入侵-跨服酒馆-英雄晋升			12219
12220	766104	1	19002	荣耀牌	10		1	10000			入侵-跨服酒馆-英雄晋升			12220
12221	766105	1	7002	荣耀牌	3		1	10000			入侵-跨服酒馆-英雄晋升			12221
12222	766105	1	19003	荣耀牌	10		1	10000			入侵-跨服酒馆-舰船强化			12222
12223	766201	1	11014	荣耀牌	12		1	10000			入侵-跨服酒馆-舰船强化			12223
12224	766201	1	11024	荣耀牌	12		1	10000			入侵-跨服酒馆-舰船强化			12224
12225	766202	1	11014	荣耀牌	10		1	10000			入侵-跨服酒馆-舰船强化			12225
12226	766202	1	11024	荣耀牌	10		1	10000			入侵-跨服酒馆-一掷千金			12226
12227	766203	1	11014	荣耀牌	8		1	10000			入侵-跨服酒馆-一掷千金			12227
12228	766203	1	11024	荣耀牌	8		1	10000			入侵-跨服酒馆-一掷千金			12228
12229	766204	1	11014	荣耀牌	5		1	10000			入侵-跨服酒馆-一掷千金			12229
12230	766204	1	11024	风暴秘晶	5		1	10000			kvk-跨服酒馆-胜方全服奖励			12230
12231	766205	1	11014	钻石	3		1	10000			kvk-跨服酒馆-胜方全服奖励			12231
12232	766205	1	11024	远征号角	3		1	10000			kvk-跨服酒馆-胜方全服奖励			12232
12233	782001	1	1032	风暴秘晶	50		1	10000			KVK-跨服酒馆-精英水手			12233
12234	782001	1	1002	风暴秘晶	300		1	10000			KVK-跨服酒馆-精英水手			12234
12235	782001	1	9004	风暴秘晶	3		1	10000			KVK-跨服酒馆-精英水手			12235
12236	782101	1	1032	风暴秘晶	5		1	10000			KVK-跨服酒馆-精英水手			12236
12237	782102	1	1032	风暴秘晶	10		1	10000			KVK-跨服酒馆-城建加速			12237
12238	782103	1	1032	风暴秘晶	15		1	10000			KVK-跨服酒馆-城建加速			12238
12239	782104	1	1032	风暴秘晶	20		1	10000			KVK-跨服酒馆-城建加速			12239
12240	782201	1	1032	风暴秘晶	5		1	10000			KVK-跨服酒馆-城建加速			12240
12241	782202	1	1032	风暴秘晶	10		1	10000			KVK-跨服酒馆-英雄晋升			12241
12242	782203	1	1032	风暴秘晶	15		1	10000			KVK-跨服酒馆-英雄晋升			12242
12243	782204	1	1032	风暴秘晶	20		1	10000			KVK-跨服酒馆-英雄晋升			12243
12244	782301	1	1032	风暴秘晶	5		1	10000			KVK-跨服酒馆-英雄晋升			12244
12245	782302	1	1032	风暴秘晶	10		1	10000			KVK-跨服酒馆-舰船强化			12245
12246	782303	1	1032	风暴秘晶	15		1	10000			KVK-跨服酒馆-舰船强化			12246
12247	782304	1	1032	风暴秘晶	20		1	10000			KVK-跨服酒馆-舰船强化			12247
12248	782401	1	1032	风暴秘晶	5		1	10000			KVK-跨服酒馆-舰船强化			12248
12249	782402	1	1032	风暴秘晶	10		1	10000			KVK-跨服酒馆-一掷千金			12249
12250	782403	1	1032	风暴秘晶	15		1	10000			KVK-跨服酒馆-一掷千金			12250
12251	782404	1	1032	风暴秘晶	20		1	10000			KVK-跨服酒馆-一掷千金			12251
12252	782501	1	1032	风暴秘晶	5		1	10000			KVK-跨服酒馆-一掷千金			12252
12253	782502	1	1032	7阶传奇人鱼香料	10		1	10000			跨服酒馆-排名奖励-阶段1			12253
12254	782503	1	1032	钻石	15		1	10000			跨服酒馆-排名奖励-阶段1			12254
12255	782504	1	1032	1小时建造加速	20		1	10000			跨服酒馆-排名奖励-阶段1			12255
12256	783001	1	1041	7阶传奇人鱼香料	50		1	10000			跨服酒馆-排名奖励-阶段1			12256
12257	783001	1	1002	钻石	300		1	10000			跨服酒馆-排名奖励-阶段1			12257
12258	783001	1	9004	1小时建造加速	3		1	10000			跨服酒馆-排名奖励-阶段1			12258
12259	783101	1	1041	7阶传奇人鱼香料	5		1	10000			跨服酒馆-排名奖励-阶段1			12259
12260	783102	1	1041	钻石	10		1	10000			跨服酒馆-排名奖励-阶段1			12260
12261	783103	1	1041	1小时建造加速	15		1	10000			跨服酒馆-排名奖励-阶段1			12261
12262	783104	1	1041	钻石	20		1	10000			跨服酒馆-排名奖励-阶段1			12262
12263	783201	1	1041	1小时建造加速	5		1	10000			跨服酒馆-排名奖励-阶段1			12263
12264	783202	1	1041	钻石	10		1	10000			跨服酒馆-排名奖励-阶段1			12264
12265	783203	1	1041	1小时建造加速	15		1	10000			跨服酒馆-排名奖励-阶段1			12265
12266	783204	1	1041	钻石	20		1	10000			跨服酒馆-排名奖励-阶段1			12266
12267	783301	1	1041	1小时建造加速	5		1	10000			跨服酒馆-排名奖励-阶段1			12267
12268	783302	1	1041	钻石	10		1	10000			跨服酒馆-排名奖励-阶段1			12268
12269	783303	1	1041	1小时建造加速	15		1	10000			跨服酒馆-排名奖励-阶段1			12269
12270	783304	1	1041	钻石	20		1	10000			跨服酒馆-排名奖励-阶段1			12270
12271	783401	1	1041	1小时建造加速	5		1	10000			跨服酒馆-排名奖励-阶段1			12271
12272	783402	1	1041	7阶传奇人鱼香料	10		1	10000			跨服酒馆-排名奖励-阶段2			12272
12273	783403	1	1041	钻石	15		1	10000			跨服酒馆-排名奖励-阶段2			12273
12274	783404	1	1041	传奇技能书	20		1	10000			跨服酒馆-排名奖励-阶段2			12274
12275	783501	1	1041	7阶传奇人鱼香料	5		1	10000			跨服酒馆-排名奖励-阶段2			12275
12276	783502	1	1041	钻石	10		1	10000			跨服酒馆-排名奖励-阶段2			12276
12277	783503	1	1041	传奇技能书	15		1	10000			跨服酒馆-排名奖励-阶段2			12277
12278	783504	1	1041	7阶传奇人鱼香料	20		1	10000			跨服酒馆-排名奖励-阶段2			12278
12279	784101	1	93007	钻石	3		1	10000			跨服酒馆-排名奖励-阶段2			12279
12280	784101	1	1002	传奇技能书	12000		1	10000			跨服酒馆-排名奖励-阶段2			12280
12281	784101	1	11014	钻石	12		1	10000			跨服酒馆-排名奖励-阶段2			12281
12282	784102	1	93007	传奇技能书	2		1	10000			跨服酒馆-排名奖励-阶段2			12282
12283	784102	1	1002	钻石	8000		1	10000			跨服酒馆-排名奖励-阶段2			12283
12284	784102	1	11014	传奇技能书	10		1	10000			跨服酒馆-排名奖励-阶段2			12284
12285	784103	1	93007	钻石	1		1	10000			跨服酒馆-排名奖励-阶段2			12285
12286	784103	1	1002	传奇技能书	6000		1	10000			跨服酒馆-排名奖励-阶段2			12286
12287	784103	1	11014	钻石	8		1	10000			跨服酒馆-排名奖励-阶段2			12287
12288	784104	1	1002	传奇技能书	4000		1	10000			跨服酒馆-排名奖励-阶段2			12288
12289	784104	1	11014	钻石	6		1	10000			跨服酒馆-排名奖励-阶段2			12289
12290	784105	1	1002	传奇技能书	3000		1	10000			跨服酒馆-排名奖励-阶段2			12290
12291	784105	1	11014	7阶传奇人鱼香料	4		1	10000			跨服酒馆-排名奖励-阶段3			12291
12292	784106	1	1002	钻石	2000		1	10000			跨服酒馆-排名奖励-阶段3			12292
12293	784106	1	11014	Ⅰ阶船只装备蓝图	3		1	10000			跨服酒馆-排名奖励-阶段3			12293
12294	784107	1	1002	7阶传奇人鱼香料	1000		1	10000			跨服酒馆-排名奖励-阶段3			12294
12295	784107	1	11014	钻石	2		1	10000			跨服酒馆-排名奖励-阶段3			12295
12296	784108	1	1002	Ⅰ阶船只装备蓝图	500		1	10000			跨服酒馆-排名奖励-阶段3			12296
12297	784108	1	11014	7阶传奇人鱼香料	1		1	10000			跨服酒馆-排名奖励-阶段3			12297
12298	784201	1	93007	钻石	3		1	10000			跨服酒馆-排名奖励-阶段3			12298
12299	784201	1	1002	Ⅰ阶船只装备蓝图	12000		1	10000			跨服酒馆-排名奖励-阶段3			12299
12300	784201	1	19003	钻石	15		1	10000			跨服酒馆-排名奖励-阶段3			12300
12301	784202	1	93007	Ⅰ阶船只装备蓝图	2		1	10000			跨服酒馆-排名奖励-阶段3			12301
12302	784202	1	1002	钻石	8000		1	10000			跨服酒馆-排名奖励-阶段3			12302
12303	784202	1	19003	Ⅰ阶船只装备蓝图	10		1	10000			跨服酒馆-排名奖励-阶段3			12303
12304	784203	1	93007	钻石	1		1	10000			跨服酒馆-排名奖励-阶段3			12304
12305	784203	1	1002	Ⅰ阶船只装备蓝图	6000		1	10000			跨服酒馆-排名奖励-阶段3			12305
12306	784203	1	19003	钻石	8		1	10000			跨服酒馆-排名奖励-阶段3			12306
12307	784204	1	1002	Ⅰ阶船只装备蓝图	4000		1	10000			跨服酒馆-排名奖励-阶段3			12307
12308	784204	1	19003	钻石	6		1	10000			跨服酒馆-排名奖励-阶段3			12308
12309	784205	1	1002	Ⅰ阶船只装备蓝图	3000		1	10000			跨服酒馆-排名奖励-阶段3			12309
12310	784205	1	19003	7阶传奇人鱼香料	4		1	10000			跨服酒馆-排名奖励-阶段4			12310
12311	784206	1	1002	钻石	2000		1	10000			跨服酒馆-排名奖励-阶段4			12311
12312	784206	1	19003	1小时招募加速	3		1	10000			跨服酒馆-排名奖励-阶段4			12312
12313	784207	1	1002	7阶传奇人鱼香料	1000		1	10000			跨服酒馆-排名奖励-阶段4			12313
12314	784207	1	19003	钻石	2		1	10000			跨服酒馆-排名奖励-阶段4			12314
12315	784208	1	1002	1小时招募加速	500		1	10000			跨服酒馆-排名奖励-阶段4			12315
12316	784208	1	19003	7阶传奇人鱼香料	1		1	10000			跨服酒馆-排名奖励-阶段4			12316
12317	784301	1	93007	钻石	3		1	10000			跨服酒馆-排名奖励-阶段4			12317
12318	784301	1	1002	1小时招募加速	12000		1	10000			跨服酒馆-排名奖励-阶段4			12318
12319	784301	1	160301	钻石	10		1	10000			跨服酒馆-排名奖励-阶段4			12319
12320	784302	1	93007	1小时招募加速	2		1	10000			跨服酒馆-排名奖励-阶段4			12320
12321	784302	1	1002	钻石	8000		1	10000			跨服酒馆-排名奖励-阶段4			12321
12322	784302	1	160301	1小时招募加速	8		1	10000			跨服酒馆-排名奖励-阶段4			12322
12323	784303	1	93007	钻石	1		1	10000			跨服酒馆-排名奖励-阶段4			12323
12324	784303	1	1002	1小时招募加速	6000		1	10000			跨服酒馆-排名奖励-阶段4			12324
12325	784303	1	160301	钻石	6		1	10000			跨服酒馆-排名奖励-阶段4			12325
12326	784304	1	1002	1小时招募加速	4000		1	10000			跨服酒馆-排名奖励-阶段4			12326
12327	784304	1	160301	钻石	5		1	10000			跨服酒馆-排名奖励-阶段4			12327
12328	784305	1	1002	1小时招募加速	3000		1	10000			跨服酒馆-排名奖励-阶段4			12328
12329	784305	1	160301	7阶传奇人鱼香料	4		1	10000			跨服酒馆-排名奖励-阶段5			12329
12330	784306	1	1002	钻石	2000		1	10000			跨服酒馆-排名奖励-阶段5			12330
12331	784306	1	160301	1小时治疗加速	3		1	10000			跨服酒馆-排名奖励-阶段5			12331
12332	784307	1	1002	7阶传奇人鱼香料	1000		1	10000			跨服酒馆-排名奖励-阶段5			12332
12333	784307	1	160301	钻石	2		1	10000			跨服酒馆-排名奖励-阶段5			12333
12334	784308	1	1002	1小时治疗加速	500		1	10000			跨服酒馆-排名奖励-阶段5			12334
12335	784308	1	160301	7阶传奇人鱼香料	1		1	10000			跨服酒馆-排名奖励-阶段5			12335
12336	784401	1	93007	钻石	3		1	10000			跨服酒馆-排名奖励-阶段5			12336
12337	784401	1	1002	1小时治疗加速	12000		1	10000			跨服酒馆-排名奖励-阶段5			12337
12338	784401	1	11024	钻石	12		1	10000			跨服酒馆-排名奖励-阶段5			12338
12339	784402	1	93007	1小时治疗加速	2		1	10000			跨服酒馆-排名奖励-阶段5			12339
12340	784402	1	1002	钻石	8000		1	10000			跨服酒馆-排名奖励-阶段5			12340
12341	784402	1	11024	1小时治疗加速	10		1	10000			跨服酒馆-排名奖励-阶段5			12341
12342	784403	1	93007	钻石	1		1	10000			跨服酒馆-排名奖励-阶段5			12342
12343	784403	1	1002	1小时治疗加速	6000		1	10000			跨服酒馆-排名奖励-阶段5			12343
12344	784403	1	11024	钻石	8		1	10000			跨服酒馆-排名奖励-阶段5			12344
12345	784404	1	1002	1小时治疗加速	4000		1	10000			跨服酒馆-排名奖励-阶段5			12345
12346	784404	1	11024	钻石	6		1	10000			跨服酒馆-排名奖励-阶段5			12346
12347	784405	1	1002	1小时治疗加速	3000		1	10000			跨服酒馆-排名奖励-阶段5			12347
12348	784405	1	11024	英雄美酒	4		1	10000			跨服酒馆-排名奖励-阶段6			12348
12349	784406	1	1002	钻石	2000		1	10000			跨服酒馆-排名奖励-阶段6			12349
12350	784406	1	11024	1小时建造加速	3		1	10000			跨服酒馆-排名奖励-阶段6			12350
12351	784407	1	1002	1小时研究加速	1000		1	10000			跨服酒馆-排名奖励-阶段6			12351
12352	784407	1	11024	英雄美酒	2		1	10000			跨服酒馆-排名奖励-阶段6			12352
12353	784408	1	1002	钻石	500		1	10000			跨服酒馆-排名奖励-阶段6			12353
12354	784408	1	11024	1小时建造加速	1		1	10000			跨服酒馆-排名奖励-阶段6			12354
12355	784501	1	93007	1小时研究加速	3		1	10000			跨服酒馆-排名奖励-阶段6			12355
12356	784501	1	1002	英雄美酒	12000		1	10000			跨服酒馆-排名奖励-阶段6			12356
12357	784501	1	11044	钻石	12		1	10000			跨服酒馆-排名奖励-阶段6			12357
12358	784502	1	93007	1小时建造加速	2		1	10000			跨服酒馆-排名奖励-阶段6			12358
12359	784502	1	1002	1小时研究加速	8000		1	10000			跨服酒馆-排名奖励-阶段6			12359
12360	784502	1	11044	钻石	10		1	10000			跨服酒馆-排名奖励-阶段6			12360
12361	784503	1	93007	1小时建造加速	1		1	10000			跨服酒馆-排名奖励-阶段6			12361
12362	784503	1	1002	1小时研究加速	6000		1	10000			跨服酒馆-排名奖励-阶段6			12362
12363	784503	1	11044	钻石	8		1	10000			跨服酒馆-排名奖励-阶段6			12363
12364	784504	1	1002	1小时建造加速	4000		1	10000			跨服酒馆-排名奖励-阶段6			12364
12365	784504	1	11044	1小时研究加速	6		1	10000			跨服酒馆-排名奖励-阶段6			12365
12366	784505	1	1002	钻石	3000		1	10000			跨服酒馆-排名奖励-阶段6			12366
12367	784505	1	11044	1小时建造加速	4		1	10000			跨服酒馆-排名奖励-阶段6			12367
12368	784506	1	1002	1小时研究加速	2000		1	10000			跨服酒馆-排名奖励-阶段6			12368
12369	784506	1	11044	钻石	3		1	10000			跨服酒馆-排名奖励-阶段6			12369
12370	784507	1	1002	1小时建造加速	1000		1	10000			跨服酒馆-排名奖励-阶段6			12370
12371	784507	1	11044	1小时研究加速	2		1	10000			跨服酒馆-排名奖励-阶段6			12371
12372	784508	1	1002	钻石	500		1	10000			跨服酒馆-排名奖励-阶段6			12372
12373	784508	1	11044	1小时建造加速	1		1	10000			跨服酒馆-排名奖励-阶段6			12373
12374	784601	1	7001	1小时研究加速	3		1	10000			跨服酒馆-排名奖励-阶段6			12374
12375	784601	1	1002	英雄美酒	12000		1	10000			跨服酒馆-排名奖励-阶段7			12375
12376	784601	1	11014	钻石	12		1	10000			跨服酒馆-排名奖励-阶段7			12376
12377	784601	1	11034	1小时治疗加速	12		1	10000			跨服酒馆-排名奖励-阶段7			12377
12378	784602	1	7001	1小时招募加速	2		1	10000			跨服酒馆-排名奖励-阶段7			12378
12379	784602	1	1002	英雄美酒	8000		1	10000			跨服酒馆-排名奖励-阶段7			12379
12380	784602	1	11014	钻石	10		1	10000			跨服酒馆-排名奖励-阶段7			12380
12381	784602	1	11034	1小时治疗加速	10		1	10000			跨服酒馆-排名奖励-阶段7			12381
12382	784603	1	7001	1小时招募加速	1		1	10000			跨服酒馆-排名奖励-阶段7			12382
12383	784603	1	1002	英雄美酒	6000		1	10000			跨服酒馆-排名奖励-阶段7			12383
12384	784603	1	11014	钻石	8		1	10000			跨服酒馆-排名奖励-阶段7			12384
12385	784603	1	11034	1小时治疗加速	8		1	10000			跨服酒馆-排名奖励-阶段7			12385
12386	784604	1	1002	1小时招募加速	4000		1	10000			跨服酒馆-排名奖励-阶段7			12386
12387	784604	1	11014	钻石	6		1	10000			跨服酒馆-排名奖励-阶段7			12387
12388	784604	1	11034	1小时治疗加速	6		1	10000			跨服酒馆-排名奖励-阶段7			12388
12389	784605	1	1002	1小时招募加速	3000		1	10000			跨服酒馆-排名奖励-阶段7			12389
12390	784605	1	11014	钻石	4		1	10000			跨服酒馆-排名奖励-阶段7			12390
12391	784605	1	11034	1小时治疗加速	4		1	10000			跨服酒馆-排名奖励-阶段7			12391
12392	784606	1	1002	1小时招募加速	2000		1	10000			跨服酒馆-排名奖励-阶段7			12392
12393	784606	1	11014	钻石	3		1	10000			跨服酒馆-排名奖励-阶段7			12393
12394	784606	1	11034	1小时治疗加速	3		1	10000			跨服酒馆-排名奖励-阶段7			12394
12395	784607	1	1002	1小时招募加速	1000		1	10000			跨服酒馆-排名奖励-阶段7			12395
12396	784607	1	11014	钻石	2		1	10000			跨服酒馆-排名奖励-阶段7			12396
12397	784607	1	11034	1小时治疗加速	2		1	10000			跨服酒馆-排名奖励-阶段7			12397
12398	784608	1	1002	1小时招募加速	500		1	10000			跨服酒馆-排名奖励-阶段7			12398
12399	784608	1	11014	钻石	1		1	10000			跨服酒馆-排名奖励-阶段7			12399
12400	784608	1	11034	1小时治疗加速	1		1	10000			跨服酒馆-排名奖励-阶段7			12400
12401	784701	1	7001	1小时招募加速	3		1	10000			跨服酒馆-排名奖励-阶段7			12401
12402	784701	1	1002	传奇技能书	12000		1	10000			跨服酒馆-入侵-总排行			12402
12403	784701	1	11044	钻石	12		1	10000			跨服酒馆-入侵-总排行			12403
12404	784701	1	11024	传奇技能书	12		1	10000			跨服酒馆-入侵-总排行			12404
12405	784702	1	7001	钻石	2		1	10000			跨服酒馆-入侵-总排行			12405
12406	784702	1	1002	传奇技能书	8000		1	10000			跨服酒馆-入侵-总排行			12406
12407	784702	1	11044	钻石	10		1	10000			跨服酒馆-入侵-总排行			12407
12408	784702	1	11024	传奇技能书	10		1	10000			跨服酒馆-入侵-总排行			12408
12409	784703	1	7001	钻石	1		1	10000			跨服酒馆-入侵-总排行			12409
12410	784703	1	1002	传奇技能书	6000		1	10000			跨服酒馆-入侵-总排行			12410
12411	784703	1	11044	钻石	8		1	10000			跨服酒馆-入侵-总排行			12411
12412	784703	1	11024	传奇技能书	8		1	10000			跨服酒馆-入侵-总排行			12412
12413	784704	1	1002	钻石	4000		1	10000			跨服酒馆-入侵-总排行			12413
12414	784704	1	11044	传奇技能书	6		1	10000			跨服酒馆-入侵-总排行			12414
12415	784704	1	11024	钻石	6		1	10000			跨服酒馆-入侵-总排行			12415
12416	784705	1	1002	传奇技能书	3000		1	10000			跨服酒馆-入侵-总排行			12416
12417	784705	1	11044	钻石	4		1	10000			跨服酒馆-入侵-总排行			12417
12418	784705	1	11024	传奇技能书	4		1	10000			跨服酒馆-KVK-总排行			12418
12419	784706	1	1002	钻石	2000		1	10000			跨服酒馆-KVK-总排行			12419
12420	784706	1	11044	传奇技能书	3		1	10000			跨服酒馆-KVK-总排行			12420
12421	784706	1	11024	钻石	3		1	10000			跨服酒馆-KVK-总排行			12421
12422	784707	1	1002	传奇技能书	1000		1	10000			跨服酒馆-KVK-总排行			12422
12423	784707	1	11044	钻石	2		1	10000			跨服酒馆-KVK-总排行			12423
12424	784707	1	11024	传奇技能书	2		1	10000			跨服酒馆-KVK-总排行			12424
12425	784708	1	1002	钻石	500		1	10000			跨服酒馆-KVK-总排行			12425
12426	784708	1	11044	传奇技能书	1		1	10000			跨服酒馆-KVK-总排行			12426
12427	784708	1	11024	钻石	1		1	10000			跨服酒馆-KVK-总排行			12427
12428	785101	1	19003	传奇技能书	120		1	10000			跨服酒馆-KVK-总排行			12428
12429	785101	1	1002	钻石	40000		1	10000			跨服酒馆-KVK-总排行			12429
12430	785102	1	19003	传奇技能书	90		1	10000			跨服酒馆-KVK-总排行			12430
12431	785102	1	1002	钻石	24000		1	10000			跨服酒馆-KVK-总排行			12431
12432	785103	1	19003	传奇技能书	70		1	10000			跨服酒馆-KVK-总排行			12432
12433	785103	1	1002	钻石	15000		1	10000			跨服酒馆-KVK-总排行			12433
12434	785104	1	19003	钻石	50		1	10000			通用本服节庆-最佳酒馆-排名奖励1			12434
12435	785104	1	1002	传奇技能书	9000		1	10000			通用本服节庆-最佳酒馆-排名奖励1			12435
12436	785105	1	19003	钻石	30		1	10000			通用本服节庆-最佳酒馆-排名奖励2			12436
12437	785105	1	1002	传奇技能书	6000		1	10000			通用本服节庆-最佳酒馆-排名奖励2			12437
12438	785106	1	19003	钻石	20		1	10000			通用本服节庆-最佳酒馆-排名奖励3			12438
12439	785106	1	1002	传奇技能书	4000		1	10000			通用本服节庆-最佳酒馆-排名奖励3			12439
12440	785107	1	19003	钻石	10		1	10000			通用本服节庆-最佳酒馆-排名奖励4			12440
12441	785107	1	1002	传奇技能书	2000		1	10000			通用本服节庆-最佳酒馆-排名奖励4			12441
12442	785108	1	19003	钻石	5		1	10000			通用本服节庆-最佳酒馆-排名奖励5			12442
12443	785108	1	1002	传奇技能书	1000		1	10000			通用本服节庆-最佳酒馆-排名奖励5			12443
12444	785201	1	19003	钻石	120		1	10000			通用本服节庆-最佳酒馆-排名奖励6			12444
12445	785201	1	1002	传奇技能书	40000		1	10000			通用本服节庆-最佳酒馆-排名奖励6			12445
12446	785202	1	19003	钻石	90		1	10000			通用本服节庆-最佳酒馆-排名奖励7			12446
12447	785202	1	1002	传奇技能书	24000		1	10000			通用本服节庆-最佳酒馆-排名奖励7			12447
12448	785203	1	19003	钻石	70		1	10000			通用本服节庆-最佳酒馆-排名奖励8			12448
12449	785203	1	1002	传奇技能书	15000		1	10000			通用本服节庆-最佳酒馆-排名奖励8			12449
12450	785204	1	19003	游园券	50		1	10000			通用本服节庆-最佳酒馆-任务奖励1			12450
12451	785204	1	1002	游园券	9000		1	10000			通用本服节庆-最佳酒馆-任务奖励2			12451
12452	785205	1	19003	游园券	30		1	10000			通用本服节庆-最佳酒馆-任务奖励3			12452
12453	785205	1	1002	游园券	6000		1	10000			通用本服节庆-最佳酒馆-任务奖励4			12453
12454	785206	1	19003	游园券	20		1	10000			通用本服节庆-最佳酒馆-任务奖励5			12454
12455	785206	1	1002	盛宴礼服·柳柳	4000		1	10000			一周年庆-盛宴筹备-排名奖励			12455
12456	785207	1	19003	一周年蛋糕	10		1	10000			一周年庆-盛宴筹备-排名奖励			12456
12457	785207	1	1002	1小时建造加速	2000		1	10000			一周年庆-盛宴筹备-排名奖励			12457
12458	785208	1	19003	1小时招募加速	5		1	10000			一周年庆-盛宴筹备-排名奖励			12458
12459	785208	1	1002	1小时研究加速	1000		1	10000			一周年庆-盛宴筹备-排名奖励			12459
12460	785301	1	1002	盛宴礼服·柳柳	40000		1	10000			一周年庆-盛宴筹备-排名奖励			12460
12461	785301	1	19003	一周年蛋糕	32		1	10000			一周年庆-盛宴筹备-排名奖励			12461
12462	785302	1	1002	1小时建造加速	24000		1	10000			一周年庆-盛宴筹备-排名奖励			12462
12463	785302	1	19003	1小时招募加速	25		1	10000			一周年庆-盛宴筹备-排名奖励			12463
12464	785303	1	1002	1小时研究加速	15000		1	10000			一周年庆-盛宴筹备-排名奖励			12464
12465	785303	1	19003	盛宴礼服·柳柳	20		1	10000			一周年庆-盛宴筹备-排名奖励			12465
12466	785304	1	1002	一周年蛋糕	9000		1	10000			一周年庆-盛宴筹备-排名奖励			12466
12467	785304	1	19003	1小时建造加速	16		1	10000			一周年庆-盛宴筹备-排名奖励			12467
12468	785305	1	1002	1小时招募加速	6000		1	10000			一周年庆-盛宴筹备-排名奖励			12468
12469	785305	1	19003	1小时研究加速	12		1	10000			一周年庆-盛宴筹备-排名奖励			12469
12470	785306	1	1002	一周年蛋糕	4000		1	10000			一周年庆-盛宴筹备-排名奖励			12470
12471	785306	1	19003	1小时建造加速	8		1	10000			一周年庆-盛宴筹备-排名奖励			12471
12472	785307	1	1002	1小时招募加速	2000		1	10000			一周年庆-盛宴筹备-排名奖励			12472
12473	785307	1	19003	1小时研究加速	5		1	10000			一周年庆-盛宴筹备-排名奖励			12473
12474	785308	1	1002	一周年蛋糕	1000		1	10000			一周年庆-盛宴筹备-排名奖励			12474
12475	785308	1	19003	1小时建造加速	3		1	10000			一周年庆-盛宴筹备-排名奖励			12475
12476	785311	1	1054	1小时招募加速	1		1	10000			一周年庆-盛宴筹备-排名奖励			12476
12477	785312	1	1054	1小时研究加速	2		1	10000			一周年庆-盛宴筹备-排名奖励			12477
12478	785313	1	1054	一周年蛋糕	3		1	10000			一周年庆-盛宴筹备-排名奖励			12478
12479	785314	1	1054	1小时建造加速	4		1	10000			一周年庆-盛宴筹备-排名奖励			12479
12480	785315	1	1054	1小时招募加速	5		1	10000			一周年庆-盛宴筹备-排名奖励			12480
12481	785501	1	53014	1小时研究加速	1		1	10000			一周年庆-盛宴筹备-排名奖励			12481
12482	785501	2	20010	1小时建造加速	1		1	10000			一周年庆-盛宴筹备-排名奖励			12482
12483	785501	1	11014	1小时招募加速	30		1	10000			一周年庆-盛宴筹备-排名奖励			12483
12484	785501	1	11024	1小时研究加速	30		1	10000			一周年庆-盛宴筹备-排名奖励			12484
12485	785501	1	11034	1小时建造加速	30		1	10000			一周年庆-盛宴筹备-排名奖励			12485
12486	785502	1	53014	1小时招募加速	1		1	10000			一周年庆-盛宴筹备-排名奖励			12486
12487	785502	2	20010	1小时研究加速	1		1	10000			一周年庆-盛宴筹备-排名奖励			12487
12488	785502	1	11014	1小时建造加速	25		1	10000			一周年庆-盛宴筹备-排名奖励			12488
12489	785502	1	11024	1小时招募加速	25		1	10000			一周年庆-盛宴筹备-排名奖励			12489
12490	785502	1	11034	1小时研究加速	25		1	10000			一周年庆-盛宴筹备-排名奖励			12490
12491	785503	1	53014	南瓜星灯	1		1	10000			魔女之夜-最佳酒馆-任务奖励1			12491
12492	785503	2	20010	南瓜星灯	1		1	10000			魔女之夜-最佳酒馆-任务奖励2			12492
12493	785503	1	11014	南瓜星灯	20		1	10000			魔女之夜-最佳酒馆-任务奖励3			12493
12494	785503	1	11024	南瓜星灯	20		1	10000			魔女之夜-最佳酒馆-任务奖励4			12494
12495	785503	1	11034	南瓜星灯	20		1	10000			魔女之夜-最佳酒馆-任务奖励5			12495
12496	785504	2	20010	战斗残响	1		1	10000			S2远征酒馆-任务奖励1			12496
12497	785504	1	11014	破碎回声	15		1	10000			S2远征酒馆-任务奖励1			12497
12498	785504	1	11024	战斗残响	15		1	10000			S2远征酒馆-任务奖励2			12498
12499	785504	1	11034	破碎回声	15		1	10000			S2远征酒馆-任务奖励2			12499
12500	785505	2	20010	共鸣矿石	1		1	10000			S2远征酒馆-任务奖励3			12500
12501	785505	1	11014	战斗残响	11		1	10000			S2远征酒馆-任务奖励3			12501
12502	785505	1	11024	破碎回声	11		1	10000			S2远征酒馆-任务奖励3			12502
