cs	cs		cs	cs	cs	cs	cs	cs	cs	cs			cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs
1302619	1302		1	440	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303300	1	1302618		{}
1302620	1302		1	439	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303400	1	1302619		{}
1302621	1302		1	438	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303500	1	1302620		{}
1302622	1302		1	437	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303600	1	1302621		{}
1302623	1302		1	436	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303700	1	1302622		{}
1302624	1302		1	435	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303800	1	1302623		{}
1302625	1302		1	499	1	1	1		1	15300		青铜阿米娜	1	5000	1033				1	1	1	7311120	1	1302101		{}
1302626	1302		1	498	1	1	1		1	15301		白银阿米娜	1	10000	1033				1	1	1	7311240	1	1302625		{}
1302627	1302		1	497	1	1	1		1	15302		黄金阿米娜	1	15000	1033				1	1	1	7311350	1	1302626		{}
1302628	1302		1	495	1	1	1		1	15303		青铜霍普金斯	1	5000	1033				1	1	1	7315120	1	1302103		{}
1302629	1302		1	494	1	1	1		1	15304		白银霍普金斯	1	10000	1033				1	1	1	7315240	1	1302628		{}
1302630	1302		1	493	1	1	1		1	15305		黄金霍普金斯	1	15000	1033				1	1	1	7315350	1	1302629		{}
1302631	1302		1	491	1	1	1		1	15306		青铜弗莱彻	1	5000	1033				1	1	1	7313120	1	1302102		{}
1302632	1302		1	490	1	1	1		1	15307		白银弗莱彻	1	10000	1033				1	1	1	7313240	1	1302631		{}
1302633	1302		1	489	1	1	1		1	15308		黄金弗莱彻	1	15000	1033				1	1	1	7313350	1	1302632		{}
1501001	1501	争霸赛商店	1	100	1	1	1		1	52003		万能传奇信物	1	5000	1123				5	5						{}
1501002	1501		1	99	1	1	1		1	55101		神秘金属	1	300	1123				10	10						{}
1501003	1501		1	98	1	1	1		1	55100		高级木板	1	100	1123				50	50						{}
1501004	1501		1	97	1	1	1		1	1015		硬木板	1000	30	1123				100	100						{}
1501005	1501		1	96	1	1	1		1	1008		冒险阅历	1000	50	1123				200	100						{}
1501006	1501		1	95	1	1	1		1	19003		传奇技能书	1	1000	1123				10	10						{}
1501007	1501		1	94	1	1	1		1	19002		史诗技能书	1	500	1123				20	20						{}
1501008	1501		1	200	1	1	1		1	530456		霓裳羽衣·维丹蒂亚	1	100000	1123				1	1	1	280011056			1	{}
1501009	1501		1	199	1	1	1		1	51056		信物-维丹蒂亚	1	5000	1123			-50%	1	1						{}
1501010	1501		1	100	1	1	1		1	55000		通用技能碎片	1	5000	1123				5	5						{}
1501011	1501		1	105	1	1	1		1	7001		英雄美酒	1	3000	1123				20	20						{}
1501012	1501		1	106	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1123				10	10						{}
1501013	1501		1	103	1	1	1		1	166003		史诗英雄装备宝箱	1	8000	1123				20	20						{}
1501014	1501		1	102	1	1	1		1	11003		30分钟通用加速	1	1000	1123				15	15						{}
1501015	1501		1	101	1	1	1		1	11002		5分钟通用加速	1	200	1123				20	20						{}
1501016	1501		1	104	1	1	1		1	11004		1小时通用加速	1	1800	1123				10	10						{}
1501017	1501		1	150	1	1	1		1	11005		3小时通用加速	1	5000	1123				5	5						{}
1501018	1501		1	93	1	1	1		1	245004		推币机银币	100	2000	1123				1	1						{}
1501019	1501		1	92	1	1	1		1	245005		推币机点金手	1	4000	1123				1	1						{}
20015	1021		1	102	1	1	1		1	230003		启航宝箱	1	5000	1009				2	2						{}
120414	1204		1	98	1	1	1		1	230004		远洋宝箱	1	100	1113				30	30						{}
1601001	1601	1-3星卡包	1	1001	1	1	1		1	230004		1-3星卡包：大概率开出1星，小概率开出2星，极小概率开出3星	1	15	230007				40	40						{}
1601002	1601	2-3星卡包	1	1002	1	1	1		1	230005		2-3星卡包：大概率开出2星，小概率开出3星	1	30	230007				20	20						{}
1601003	1601	纯2星卡包	1	1003	1	1	1		1	230001		纯2星卡包：只能开出2星卡	1	20	230007				10	10						{}
1601004	1601	纯3星卡包	1	1004	1	1	1		1	230002		纯3星卡包：只能开出3星卡	1	100	230007				5	5						{}
21016	1022		1	98	1	1	1		1	230004		1-3星卡包：大概率开出1星，小概率开出2星，极小概率开出3星	1	40000	1009				3	3						{}
1000049	1011	钻石商店	1	47	1	1	0		1	1152		拼图券	1	50	1002				15	15						{}
